PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
DLF The Magnolias,"4, 5 BHK Apartment in Sector 42, Gurgaon","{'ambience public school': '2.9 km away', 'heritage intl xperiential school': '2.3 km away', 'summer fields school': '4.8 km away', 'primamed super speciality hospital': '3.9 km away', 'uma sanjeevani health centre': '6.1 km away', 'anya gurgaon': '2.3 km away', 'hotel golf view suites': '2.5 km away', 'apollo pharmacy': '4.1 km away', 'rx pharmacy': '4.3 km away', 'sector 42/43 bus stand': '4 km away', 'genpact chowk bus stop': '1.4 km away', 'huda city centre metro station': '5.8 km away', 'sector 53 metro station': '5.2 km away', 'icici bank atm': '2.4 km away', 'bharat petroleum retail outlet': '2.6 km away'}",https://www.99acres.com/dlf-the-magnolias-sector-42-gurgaon-npxid-r660,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '6,350 - 6,400 sq.ft.', 'price-range': '₹ 19.84 - 30 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,825 - 10,777 sq.ft.', 'price-range': '₹ 25.9 - 48.1 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Salon', 'Restaurant', 'Spa', 'Water Softener Plant']"
DLF The Aralias,"4, 5 BHK Apartment in Sector 42, Gurgaon","{'dlf linear park': '0.9 km', 'shiv nadar school': '1.5 km', 'le meridien gurgaon': '4.2 km', 'sector 42-43 metro station': '4.4 km', 'faridabad - gurgaon rd': '7 km', 'ambience mall': '8.6 km', 'pvr drive in theatre': '9.9 km', 'fun n food village': '10.6 km', 'f9 go karting gurgaon': '11.2 km', 'the northcap university': '11.4 km', 'indira gandhi international airport': '14.7 km', 'skyjumper trampoline park gurgaon': '16.5 km'}",https://www.99acres.com/dlf-the-aralias-sector-42-gurgaon-npxid-r12158,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,575 - 5,600 sq.ft.', 'price-range': '₹ 22.2 - 22.4 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,866 - 9,600 sq.ft.', 'price-range': '₹ 23.2 - 38.4 Cr'}}","['Concierge Service', 'Swimming Pool', 'Restaurant', 'Spa', 'Skating Rink', 'Squash Court', 'Theatre', 'Pool Table', 'Property Staff']"
Pioneer Araya,"3, 4, 5 BHK Apartment in Sector 62, Gurgaon","{'scc drive-in cinema': '0.8 km', 'heritage xperiential learning school': '1.4 km', 'paras trinity shopping mall': '1.8 km', 'swastik multispeciality hospital': '2 km', 'aipl business co working space': '2.4 km', 'lemon tree hotel sector 60': '2.4 km', 'golf course extension road': '2.9 km', 'iilm university, gurugram': '3.9 km', 'skyjumper trampoline park': '7.9 km', 'dlf golf and country club': '8.7 km', 'indira gandhi international airport': '20.6 km'}",https://www.99acres.com/pioneer-araya-sector-62-gurgaon-npxid-r1325,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 3,858 sq.ft.', 'price-range': '₹ 5.95 - 7.7 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,498 - 7,673 sq.ft.', 'price-range': '₹ 5.17 - 11.33 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,761 - 9,625 sq.ft.', 'price-range': '₹ 13.01 - 16 Cr'}}","['Foosball', 'Concierge Service', 'Infinity Pool', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Reading Lounge', 'Salon', 'Card Room']"
M3M Merlin,"3, 4 BHK Apartment in Sector 67, Gurgaon","{'alpine convent school': '0.95 km', 'mkd hospital': '3.1 km', 'airia mall': '3.7 km', 'golf course extension road': '3.9 km', 'lemon tree hotel, sohna road': '4.9 km', 'skyjumper trampoline park': '5.2 km', 'pvr drive in theatre': '5.4 km', 'dpg institute of technology': '8.9 km', 'dlf golf and country club': '13 km', 'indira gandhi international airport': '24.8 km'}",https://www.99acres.com/m3m-merlin-sector-67-gurgaon-npxid-r1191,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,019 - 2,727 sq.ft.', 'price-range': '₹ 1.85 - 3.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,103 - 5,790 sq.ft.', 'price-range': '₹ 3.72 - 8.44 Cr'}}","['Beach Volley Ball Court', 'Automated Car Wash', 'Swimming Pool', 'Laundry', 'Flower Garden', 'Reflexology Park', 'Golf Course', 'Volley Ball Court', 'Salon']"
Smart World Gems,"2, 3 BHK Independent Floor in Sector 89, Gurgaon","{'genesis hospital sector 84': '2.2 km', 'dwarka expressway': '2.9 km', 'rps international school': '3.4 km', 'holiday inn gurugram sector 90': '4.1 km', 'sant soordas sihi metro station': '5.1 km', 'pataudi road': '8.5 km', 'national tennis academy sector 98': '8.7 km', 'imt manesar': '9.5 km', 'nh-8': '9.5 km', 'gurgaon railway station': '12.4 km', 'de adventure amusement park': '15 km', 'kmp expressway': '15.4 km', 'vatika business park sector 49': '17 km', 'airia mall': '17 km'}",https://www.99acres.com/smart-world-gems-sector-89-gurgaon-npxid-r378133,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,067 - 1,105 sq.ft.', 'price-range': '₹ 83 - 90.17 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,423 sq.ft.', 'price-range': '₹ 1.16 - 1.25 Cr'}}","['Swimming Pool', 'Lounge', 'Aerobics Centre', 'Terrace Garden', 'Piped Gas', 'Squash Court', 'Gazebo', 'Wi-Fi Connectivity', 'Sun Deck']"
Vatika Aspiration,Land in Sector 88B Gurgaon,"{'suncity school, sector 37d': '6.6 km', 'dwarka expy': '4.2 km', 'the signature advanced super speciality': '6.4 km', 'gurugram university kankrola': '8.8 km', 'the esplanade mall': '9.7 km', 'holiday inn gurugram sector 90': '7.6 km', 'garhi harsaru junction': '2.5 km', 'candor techspace, sector 48': '13  km', 'igi airport': '31.6 km'}",https://www.99acres.com/vatika-aspiration-sector-88b-gurgaon-npxid-r401506,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '540 - 1,620 sq.ft.', 'price-range': '₹ 91.86 L - 2.76 Cr'}}","['Grocery Shop', 'Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Gated Community', 'Gymnasium', 'Landscape Garden', ""Children's Play Area"", 'Internal Street Lights']"
Ace Palm Floors,"Land, 2, 3 BHK Independent Floor in Sector 89, Gurgaon","{'indusind bank atm': '250m', ""cherub's cradle"": '400m', 'mavens orange - hotel': '450m', 'learning stars school': '600m', 'state bank of india': '800m', 'deerika hypermart': '1km', 'triangular park': '1.3km', 'artimis hospital': '1.5km', 'sector 45 so post office': '1.5km', 'delhi public school': '1.6km', 'fuel nation': '2.1km', 'hsbc': '2.1km', 'women police station': '2.3km', 'best ivf centre': '2.7km', 'huda city centre': '3.6km'}",https://www.99acres.com/ace-palm-floors-sector-89-gurgaon-npxid-r375877,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,090 sq.ft.', 'price-range': '₹ 82.84 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,313 - 1,875 sq.ft.', 'price-range': '₹ 1.04 - 1.48 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,700 - 5,625 sq.ft.', 'price-range': '₹ 2.16 - 4.5 Cr'}}","['Swimming Pool', 'Fountain', 'Sun Deck', 'Amphitheatre', 'Yoga/Meditation Area', 'Club House', 'Gated Community', 'Landscape Garden', ""Children's Play Area""]"
DLF Gardencity Enclave,"Land, 3 BHK Independent Floor in Sector 93, Gurgaon","{'gurugram public school': '21.5 km', 'shikshantar - primary school': '23 km', 'park hospital': '16.2 km', 'mamta hospital': '14.1 km', 'ig international airport': '32.3 km', 'huda metro station': '22.4 km', 'omaxe city centre': '15.9 km', 'dlf grand mall': '23.7 km'}",https://www.99acres.com/dlf-gardencity-enclave-sector-93-gurgaon-npxid-r392732,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '1,614.59 sq.ft.', 'price-range': '₹ 1.43 - 1.51 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,264.76 - 1,614.91 sq.ft.', 'price-range': '₹ 3.01 - 3.85 Cr'}}","['Shopping Centre', 'Community Hall', 'Sewage Treatment Plant', '24x7 Security', 'Club House', ""Children's Play Area"", 'Internal Street Lights', 'Fire Fighting Systems']"
Emaar Palm Heights,"3 BHK Apartment in Sector 77, Gurgaon","{'arvy hospital': '6.5 kms', 'dps': '4.0 kms', ""st. xavier's high school"": '5.7 kms', 'matrikiran school': '4.7 kms', 'dlf cyber city': '21.5 kms', 'vatika town square': '2 kms'}",https://www.99acres.com/emaar-palm-heights-sector-77-gurgaon-npxid-r319909,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,025 sq.ft.', 'price-range': '₹ 1.39 - 1.52 Cr'}}","['Swimming Pool', 'Waiting Lounge', 'Creche/Day care', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Signature Global Park,"2, 3 BHK Independent Floor in Sohna, Gurgaon","{'global city centre': '0.85 km', 'sohna road dhunela': '1.2 km', 'gd goenka university': '3.3 km', 'vardaan hospital and trauma centre': '5.2 km', 'maharana pratap school': '7.7 km', 'sector 55-56 metro': '19.4 km', 'garhi harsaru railway station gurgaon': '29.5 km', 'indira gandhi international airport': '34.5 km'}",https://www.99acres.com/signature-global-park-sohna-gurgaon-npxid-r330597,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '745.51 sq.ft.', 'price-range': '₹ 56.05 L'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,081.67 sq.ft.', 'price-range': '₹ 81.29 L'}}","['Swimming Pool', 'Gazebo', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Jogging Track', 'Gymnasium']"
Emaar MGF Marbella,"4, 5 BHK Villa, Land in Sector 66, Gurgaon","{'nh 48': '2.3 km', 'hub 66': '2.7 km', 'park hospital': '3.3 km', 'gurugram university': '4.1 km', 'vatika business centre': '4.3 km', 'de adventure park': '5.4 km', 'sealdah': '6 km', 'sector 55-56 rapid metro station': '6.3 km', 'delhi public school': '6.6 km', 'tau devilal sports complex': '7.3 km', 'hasanpur': '7.9 km', 'dlf golf and country club': '11.8 km', 'the oberoi': '16 km', 'indira gandhi international airport': '24.1 km'}",https://www.99acres.com/emaar-mgf-marbella-sector-66-gurgaon-npxid-r1134,"{'4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,605 sq.ft.', 'price-range': '₹ 8.8 - 9 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,520 - 8,120 sq.ft.', 'price-range': '₹ 10.47 - 13.04 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,400 - 5,175 sq.ft.', 'price-range': '₹ 7.48 - 20.05 Cr'}}","['Bowling Alley', 'Mini Theatre', 'Concierge Service', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Changing Area', 'Salon']"
Rishali Luxe Residency 112,"Land in Sector 112, Gurgaon","{'bajghera road': '1.5 km', 'dwarka expy': '5.1 km', ""rion's hospital"": '2.4 km', 'euro intl school, sector- 109': '4.1 km', 'najafgarh kapashera road': '3.9 km', 'gurgaon railway station': '6.5 km', 'the northcap university': '6.7 km', 'dwarka sector 21 metro station': '8.1 km', 'pacific d21 mall': '8.2 km', 'indira gandhi intl airport': '16.1 km', 'vivanta dwarka new delhi': '9.2 km', 'hamoni golf camp': '8 km'}",https://www.99acres.com/rishali-luxe-residency-112-sector-112-gurgaon-npxid-r409012,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,124.83 sq.ft.', 'price-range': '₹ 1.7 Cr'}}","['Community Hall', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup', 'Gated Community', '24/7 Water Supply', ""Children's Play Area"", 'Garbage Disposal']"
Puri The Aravallis,"3, 4 BHK Apartment in Sector 61, Gurgaon","{'w pratiksha hospital': '2.6 km', 'sector 55-56 metro station': '2.7 km', 'hong kong bazaar': '3.3 km', 'bharti international convent school': '3.9 km', 'sushant university': '4.3 km', 'gurugram university': '6.2 km', 'badshahpur sohna rd hwy, sector 68': '10.5 km', 'indira gandhi intl airport': '20.1 km'}",https://www.99acres.com/puri-the-aravallis-sector-61-gurgaon-npxid-r396420,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,249.65 sq.ft.', 'price-range': '₹ 4.12 - 4.32 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,627.45 sq.ft.', 'price-range': '₹ 5.08 - 5.63 Cr'}}","['Foosball', 'Infinity Pool', 'Swimming Pool', 'Football', 'Jacuzzi', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Amphitheatre']"
International City by SOBHA Phase 2,"3, 4, 5 BHK Villa in Sector 109, Gurgaon","{'euro international school': '1.1 km', 'dwarka expressway': '2.7 km', 'gurgaon railway station': '4.2 km', 'aryan hospital': '6.7 km', 'the northcap university': '7.4 km', 'dwarka sector 21 metro station': '10.9 km', 'pacific d21 mall': '11 km', 'indira gandhi intl airport': '18.1 km'}",https://www.99acres.com/international-city-by-sobha-phase-2-sector-109-gurgaon-npxid-r259717,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,153.2 sq.ft.', 'price-range': '₹ 4.39 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,166.45 - 4,497 sq.ft.', 'price-range': '₹ 4.4 - 6.26 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '5,026.75 - 7,330.89 sq.ft.', 'price-range': '₹ 6.85 - 9.99 Cr'}}","['Swimming Pool', 'Theater Home', 'School', 'Solar Lighting', 'Restaurant', 'Terrace Garden', 'Jacuzzi', 'Piped Gas', 'Squash Court']"
Emaar MGF The Palm Drive,"2, 3, 4, 5 BHK Apartment, 3 BHK Villa in Sector 66, Gurgaon","{'ashoka international school': '2.3 km', 'hub 66': '2.6 km', 'park hospital': '2.8 km', 'vatika business centre': '2.9 km', 'nh 248a': '3.8 km', 'gurugram university': '4.3 km', 'de adventure park': '5 km', 'sealdah': '6.1 km', 'sector 55-56 rapid metro station': '6.5 km', 'hasanpur': '6.5 km', 'tau devilal sports complex': '7.2 km', 'dlf golf and country club': '11.9 km', 'the oberoi gurgaon': '15 km', 'indira gandhi international airport': '22.7 km'}",https://www.99acres.com/emaar-mgf-the-palm-drive-sector-66-gurgaon-npxid-r19,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,000 - 1,300 sq.ft.', 'price-range': '₹ 1.35 - 2.03 Cr'}, '3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,800 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,100 - 4,050 sq.ft.', 'price-range': '₹ 2.52 - 6 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,250 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Theater Home', 'Bar/Chill-Out Lounge', 'Cigar Lounge', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Changing Area', 'School']"
BPTP Green Oaks,"Land in Sector 70A, Gurgaon","{'southern peripheral road': '2.8 km', 'airia mall': '3.9 km', 'gd goenka public school': '6 km', 'badshahpur sohna rd hwy': '6.2 km', 'park hospital': '7.2 km', 'dpg degree college': '8.9 km', 'sector 55-56 metro station': '10.8 km', 'sushant university': '12.4 km', 'garhi harsaru junction': '14.4 km', 'indira gandhi intl airport': '25.6 km'}",https://www.99acres.com/bptp-green-oaks-sector-70a-gurgaon-npxid-r382679,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 - 1,620 sq.ft.', 'price-range': '₹ 2.62 - 3.15 Cr'}}","['Community Hall', 'Club House', 'Landscape Garden']"
Puri Emerald Bay,"2, 3, 4 BHK Apartment in Sector 104, Gurgaon","{'dwarka expressway': '350 mtr', 'gurgaon railway station': '2.8 km', 'delhi public school': '3.5 km', 'chauma road': '3.6 km', 'chirag hospital': '4.1 km', 'gurgaon dreamz mall': '5.2 km', 'park inn': '7.4 km', 'dpg degree college': '8.8 km', 'infinity business park': '8.9 km', 'the northcap university': '9.3 km', ""oyster's water park"": '11.4 km', 'sector-21 metro dwarka': '13.7 km', 'dlf golf and country club': '15 km', 'indira gandhi international airport': '23.7 km'}",https://www.99acres.com/puri-emerald-bay-sector-104-gurgaon-npxid-r5456,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,550 - 1,700 sq.ft.', 'price-range': '₹ 1.55 - 2.29 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.65 - 3.29 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,450 sq.ft.', 'price-range': '₹ 2.85 - 3.16 Cr'}}","['Swimming Pool', 'Theatre', 'Wi-Fi Connectivity', 'Cafeteria', 'Billiards', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Amphitheatre']"
Ireo Victory Valley,"2, 3, 4, 5 BHK Apartment in Sector 67, Gurgaon","{'aipl joy street mall': '1.1 km', 'alpine convent school': '1.8 km', 'golf course extension road': '3.3 km', 'ck birla hospital': '4.5 km', 'pvr drive in theatre': '4.8 km', 'radisson hotel sohna road': '5 km', 'skyjumper trampoline park': '5.6 km', 'dpg institute of technology': '8.3 km', 'ion digital zone (gurugram)': '8.3 km', 'huda mini golf course': '9.2 km', 'indira gandhi international airport': '24 km'}",https://www.99acres.com/ireo-victory-valley-sector-67-gurgaon-npxid-r871,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,435 sq.ft.', 'price-range': '₹ 1.65 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,382 - 3,548 sq.ft.', 'price-range': '₹ 2.08 - 5.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,847 - 5,977 sq.ft.', 'price-range': '₹ 3.42 - 8.78 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,833 - 5,400 sq.ft.', 'price-range': '₹ 7.1 - 7.93 Cr'}}","['Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Flower Garden', 'Reading Lounge', 'Golf Course', 'Conference room', 'School', 'Salon']"
DLF Gardencity,"Land, 3, 4 BHK Independent Floor in Sector 91, Gurgaon","{'imt road': '0.28 km', 'rps international school': '4.2 km', 'genesis hospital': '4.4 km', 'reliance trends newtown square mall': '4.4 km', 'national highway 48': '5.7 km', 'sgt university': '13.2 km', 'indira gandhi intl airport': '30.9 km'}",https://www.99acres.com/dlf-gardencity-sector-91-gurgaon-npxid-r1193,"{'3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '1,789.5 sq.ft.', 'price-range': '₹ 1.07 - 1.45 Cr'}, '4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Built-up Area', 'area': '2,249.66 - 2,699.59 sq.ft.', 'price-range': '₹ 1.35 - 2.47 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 4,518 sq.ft.', 'price-range': '₹ 1.62 - 4.07 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'School', 'Restaurant', 'Spa', 'Squash Court', 'Theatre', 'Cafeteria', 'Fountain']"
Tata Primanti,"3, 4, 5 BHK Apartment, 4 BHK Villa, 4 BHK Independent Floor in Sector 72, Gurgaon","{'sohna gurgaon road': '1 km', 'omaxe city centre': '2.6 km', 'spaze itech park': '2.8 km', 'pallavan preschool, sohna road': '3.3 km', 'radisson hotel gurugram sohna road': '3.5 km', 'polaris hospital': '3.6 km', 'skyjumper trampoline park gurgaon': '3.9 km', 'sector 55-56 metro station': '7.7 km', 'faridabad gurgaon road': '10 km', 'rbsm public school': '11 km'}",https://www.99acres.com/tata-primanti-sector-72-gurgaon-npxid-r1148,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,145 - 2,550 sq.ft.', 'price-range': '₹ 2.25 - 3.27 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '7,000 - 8,500 sq.ft.', 'price-range': '₹ 7.5 - 9.11 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '4,750 - 5,800 sq.ft.', 'price-range': '₹ 5.53 - 6.75 Cr'}}","['Swimming Pool', 'Changing Area', 'School', 'Card Room', 'Restaurant', 'Sauna', 'Jacuzzi', 'Piped Gas', 'Steam Room']"
DLF Park Place,"2, 3, 4 BHK Apartment in Sector 54, Gurgaon","{'sector 53-54 metro station': '1.7 km', 'health care pharmacy': '2.6 km', 'paras hospitals, gurgaon': '3.3 km', 'sector 54 chowk': '3.9 km', 'iilm university, gurugram': '3.9 km', 'eurokids preschool suncity': '4.6 km', 'yes bank atm': '4.7 km', 'sushant university': '4.8 km', 'suncity school gurgaon': '5.3km', 'suncity shopping complex': '5.6 km', 'apollo pharmacy': '5.6 km', 'vallores pre school': '5.8km', 'w pratiksha hospital': '6.3 km', 'umkal hospital': '7.1 km', 'haryana city gas': '8 km'}",https://www.99acres.com/dlf-park-place-sector-54-gurgaon-npxid-r8,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,985 sq.ft.', 'price-range': '₹ 4.5 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,875 - 2,329 sq.ft.', 'price-range': '₹ 3.94 - 5.96 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,550 - 2,721 sq.ft.', 'price-range': '₹ 5.66 - 7.15 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Theater Home', 'Business Lounge', 'Laundry', 'Changing Area', 'School', 'Salon', 'RO System']"
Central Park Flower Valley,"2, 3, 4 BHK Apartment, 4 BHK Villa, Land, 2, 3, 4 BHK Independent Floor in Sector-33 Sohna, Gurgaon","{'marigold secondary school': '3 mins', 'alpine convent school': '5 mins', 'medanta hospital': '6 mins', 'alpine hospital': '6 mins', 'pushpanjali hospital': '8 mins', 'golf course extension rd': '10 mins', 'country inn': '10 mins', 'westin': '10 mins', 'the millenium school': '10 mins', 'rajiv chowk - sohna highway': '15 mins', 'kmp corridor': '15 mins', 'central park resorts': '20 mins', 'de adventure park': '25 mins', 'gd goenka university': '30 mins', 'igi airport': '35 mins'}",https://www.99acres.com/central-park-flower-valley-sector-33-sohna-gurgaon-npxid-r22052,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,093 - 1,620 sq.ft.', 'price-range': '₹ 1.09 - 1.63 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,230 - 1,274 sq.ft.', 'price-range': '₹ 1.15 - 1.27 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,700 sq.ft.', 'price-range': 'Price on Request'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 9,000 sq.ft.', 'price-range': '₹ 1.94 - 10.8 Cr'}}","['Swimming Pool', 'Reading Lounge', 'Reflexology Park', 'Golf Course', 'Aerobics Centre', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']"
Ireo Skyon,"2, 3, 4 BHK Apartment in Sector 60, Gurgaon","{'swastik hospital sec 66': '0.8 km', 'adarsh senior secondary school': '2 km', 'golf course extension': '2.3 km', 'international tech park gurgaon,': '3 km', 'sector 55-56 metro': '3.4 km', 'surajgarh gurgaon, golf course ext rd': '4.1 km', 'igi airport': '22.5 km'}",https://www.99acres.com/ireo-skyon-sector-60-gurgaon-npxid-r1147,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,365 - 1,524 sq.ft.', 'price-range': '₹ 2.05 - 2.29 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,045 - 2,403 sq.ft.', 'price-range': '₹ 3.07 - 3.61 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,768 - 3,155 sq.ft.', 'price-range': '₹ 4.16 - 4.74 Cr'}}","['Swimming Pool', 'Golf Course', 'Changing Area', 'School', 'Restaurant', 'High Speed Elevators', 'Piped Gas', 'Steam Room', 'Squash Court']"
AIPL The Peaceful Homes,"2, 3, 4 BHK Apartment in Sector 70A, Gurgaon","{'ananta hospital': '1.5 km', 'indus world school': '2.1 km', 'dlf corporate greens': '4.8 km', 'airia mall': '5.7 km', 'skyjumper trampoline park': '7.3 km', 'hyatt regency gurgaon': '7.5 km', 'golf corse ext. rd.': '7.6 km', 'national highway-48': '9.6 km', 'gurugram university': '10.3 km', 'imt manesar': '15.5 km', 'indira gandhi international airport': '29.1 km'}",https://www.99acres.com/aipl-the-peaceful-homes-sector-70a-gurgaon-npxid-r3480,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,565 - 1,719 sq.ft.', 'price-range': '₹ 1.49 - 1.72 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,150 - 2,475 sq.ft.', 'price-range': '₹ 2.04 - 2.48 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,925 sq.ft.', 'price-range': '₹ 2.78 - 2.93 Cr'}}","['Automated Car Wash', 'Concierge Service', 'Swimming Pool', 'Football', 'Bar/Chill-Out Lounge', 'Reading Lounge', 'Golf Course', 'Volley Ball Court', 'Salon']"
