PropertyName,PropertySubName,LocationAdvantages,Link,PriceDetails,TopFacilities
DLF The Grove,"Land, 4, 5 BHK Independent Floor in DLF Phase 5, Gurgaon","{'park dr, dlf phase 5': '0.041 km', 'central plaza mall': '1.8 km', 'sector 53-54 metro station': '2.1 km', 'sushant university': '2.5 km', 'unicosmos school': '2.8 km', 'paras hospitals': '4.2 km', 'nh 148a': '10 km', 'indira gandhi intl airport': '16.9 km'}",https://www.99acres.com/dlf-the-grove-dlf-phase-5-gurgaon-npxid-r391580,"{'4 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '2,430 - 4,520.84 sq.ft.', 'price-range': '₹ 6 - 11.16 Cr'}, '5 BHK': {'building_type': 'Independent Floor', 'area_type': 'Carpet Area', 'area': '5,760 sq.ft.', 'price-range': '₹ 11 Cr'}, 'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '538.2 sq.ft.', 'price-range': '₹ 5 Cr'}}","['Swimming Pool', 'ATM', 'Creche/Day care', 'Wi-Fi Connectivity', 'Cafeteria', 'Community Hall', 'Entrance Lobby', 'Sewage Treatment Plant', 'CCTV Camera Security']"
Corona Optus,"2, 3, 4 BHK Apartment in Sector 37C, Gurgaon","{'the esplanade mall': '0.85 km', 'gurugram road': '1.1 km', 'heritage badminton academy': '1.1 km', 'green field public school': '1.4 km', 'kadipur industrial area': '2 km', 'delhi jaipur expressway': '3.5 km', 'tau devilal sports complex': '7.3 km', 'gurgaon railway station': '7.5 km', 'medanta the medicity': '8.9 km', 'skyjumper trampoline park': '9 km', 'gurugram university': '10.8 km', 'holiday inn gurugram sector 90': '12.9 km', 'indira gandhi international airport': '22.8 km'}",https://www.99acres.com/corona-optus-sector-37c-gurgaon-npxid-r2788,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,345 - 1,915 sq.ft.', 'price-range': '₹ 95.4 L - 1.36 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,720 - 2,199 sq.ft.', 'price-range': '₹ 1.22 - 1.58 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,696 - 2,764 sq.ft.', 'price-range': '₹ 1.91 - 1.96 Cr'}}","['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Lawn Tennis Court', 'Multipurpose Court', 'Amphitheatre', 'Earthquake Resistant']"
Central Park Flower Valley Flamingo Floors,"2, 3 BHK Independent Floor in Sector-33 Sohna, Gurgaon","{'spazedge it park': '0.45 km', 'omaxe city centre': '0.55 km', 'jmd megapolis': '1.1 km', 'sapphire mall': '1.2 km', 'more hypermart , vipul business park': '1.8 km', 'raheja mall': '1.8 km', 'basant valley global school': '2.3 km', 'eros city square': '2.3 km', 'the paras world school': '3.8 km', 'vipul trade centre': '2.7 km', ""st. xavier's high school"": '3.3 km', 'ck birla hospital': '3.8 km', 'medanta -the medicity': '5.1 km', 'worldmark gurgaon, maidawas rd': '5.9 km', 'artemis hospital gurgaon': '5.9 km'}",https://www.99acres.com/central-park-flower-valley-flamingo-floors-sector-33-sohna-gurgaon-npxid-r271483,"{'2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,093 - 2,515 sq.ft.', 'price-range': '₹ 98 L - 2.25 Cr'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,230 - 2,559 sq.ft.', 'price-range': '₹ 1.1 - 2.29 Cr'}}","['Swimming Pool', 'Medical Centre', 'Golf Course', 'School', 'Restaurant', 'Sauna', 'Jacuzzi', 'Steam Room', 'Creche/Day care']"
ROF Insignia Park 2,"Land in Sector 95, Gurgaon","{'western peripheral expy, gurugram': '3.3 km', 'raghunath bal vidya mandir school': '3.7 km', 'reliance trends newtown square mall': '6.2 km', 'esic hospital': '8.8 km', 'indira gandhi intl airport': '36.5 km'}",https://www.99acres.com/rof-insignia-park-2-sector-95-gurgaon-npxid-r394471,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,350 sq.ft.', 'price-range': '₹ 2.25 Cr'}}","['Reflexology Park', 'Golf Course', 'Skating Rink', 'Gazebo', 'Cricket Pitch', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area']"
Indiabulls Centrum Park,"2, 3, 4, 5 BHK Apartment in Sector 103, Gurgaon","{'s n international school': '2.3 km', 'dwarka expressway': '2.3 km', 'gurgaon railway station': '4.4 km', 'infinitys badminton academy': '5.5 km', 'gurgaon dreamz mall': '5.7 km', 'metro hospital, palam vihar': '7.5 km', 'country inn and suites by radisson': '8.3 km', 'delhi gurgaon expressway': '9 km', 'f9 go karting gurgaon': '9.5 km', 'huda market, sector 14': '9.6 km', 'the northcap university': '9.8 km', 'huda mini golf course': '10.4 km', 'sector 29 gurgaon pubs and bars': '11.7 km', 'emaar business park': '14.1 km', 'indira gandhi international airport': '22.8 km'}",https://www.99acres.com/indiabulls-centrum-park-sector-103-gurgaon-npxid-r461,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,250 - 1,737 sq.ft.', 'price-range': '₹ 87.5 L - 1.22 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,790 - 2,000 sq.ft.', 'price-range': '₹ 1.04 - 1.18 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,979 - 5,100 sq.ft.', 'price-range': '₹ 1.5 - 3.88 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,616 - 2,894 sq.ft.', 'price-range': 'Price on Request'}}","['Milk Booth', 'Clinic', 'Swimming Pool', 'Business Lounge', 'Medical Centre', 'Reading Lounge', 'School', 'Salon', 'ATM']"
BPTP Fortuna,"Land in Sector 70A, Gurgaon","{'southern peripheral rd, dhani': '2.6 km', 'cd international school': '5.2 km', 'omaxe city centre mall': '5.5 km', 'badshahpur sohna rd hwy, malibu town': '7.5 km', 'park hospital': '7.6 km', 'gurugram university': '8.8 km', 'sector 55-56 metro station': '10.7 km', 'indira gandhi intl airport': '25.4 km'}",https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,250 - 3,600 sq.ft.', 'price-range': '₹ 3.31 - 5.3 Cr'}}","['Gazebo', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']"
Bestech Park View Spa Next,"3, 4 BHK Apartment in Sector 67, Gurgaon","{'ektaa hospital': '1.5 km', ""st. xavier's school"": '3.4 km', 'omaxe city centre mall': '3.5 km', 'kiit college of engineering': '4 km', 'radisson hotel gurugram': '4.4 km', 'skyjumper trampoline park': '4.9 km', 'golf course extension road': '5 km', 'pvr drive in theater': '6.5 km', 'duke horse riding club': '8.4 km', 'surajgarh gurgaon': '8.7 km', 'huda mini golf course': '8.7 km', 'indira gandhi international airport': '23.4 km'}",https://www.99acres.com/bestech-park-view-spa-next-sector-67-gurgaon-npxid-r23724,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,790 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,350 - 2,635 sq.ft.', 'price-range': '₹ 2.85 Cr'}}","['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre']"
DLF The Pinnacle,"4 BHK Apartment in DLF Phase 5, Gurgaon","{'american express': '0.012 km', 'idfc first bank': '0.069 km', 'golf course road': '0.17 km', 'sector 42-43': '0.6 km', 'lancers international school': '0.75 km', 'sector 53-54': '0.85 km', 'paras hospital': '1.2 km', 'ernst & young': '1.5 km', 'shalom hills international school': '1.5 km', 'ardee mall': '2.1 km', 'delhi public school': '2.3 km', 'mgf megacity mall': '3.5 km', 'sunset point': '3.2 km', 'fortis hospital': '3.5 km', ""oyster's water park"": '4.2 km'}",https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,868 - 3,979 sq.ft.', 'price-range': '₹ 6.77 - 6.96 Cr'}}","['Swimming Pool', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant', 'Party Lawn', 'Vastu Compliant', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Godrej Oasis,"2, 3, 4 BHK Apartment in Sector 88A, Gurgaon","{'pataudi road': '600m', 'dwarka expressway': '1.8km', 'double infinity market': '1.8km', 'bamroli cricket ground': '2.1km', 'aman hospital': '2.5km', 'kidzee': '3.8km', 'rps international school': '3.9km'}",https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,166.81 - 1,167.88 sq.ft.', 'price-range': '₹ 1.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,291.67 - 1,492.95 sq.ft.', 'price-range': '₹ 1.69 - 1.95 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,614 sq.ft.', 'price-range': '₹ 2.11 Cr'}}","['Bus Shelter', 'Concierge Service', 'Swimming Pool', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Table Tennis']"
Anant Raj Estate Plots,"Land in Sector 63, Gurgaon","{'paras trinity': '1km', 'indira gandhi eye hospital': '2.9km', 'the shriram millennium school': '3.3km', 'lemon tree hotel': '3.6km', 'golf course extension road': '3.9km', 'aipl business club': '4.5km', 'sector 55-56 rapid metro station': '5.7km', 'igi airport': '23km'}",https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 3,240 sq.ft.', 'price-range': '₹ 4.2 - 6.3 Cr'}}","['Swimming Pool', 'Restaurant', 'Spa', 'Shopping Centre', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']"
Mapsko The Icon 79,"4 BHK Apartment in Sector 79, Gurgaon","{'nh 48': '4.6 km', 'sapphire 83 mall': '6 km', 'narayana e-techno school - manesar': '5.8 km', 'garhi harsaru junction': '11.8 km', 'miracles apollo cradle hospital': '5.5 km', 'dpg degree college': '11.8 km', 'indira gandhi intl airport': '31.2 km', 'savoy suites, manesar': '6.2 km', 'golden greens golf & resorts': '11.4 km', 'nakhrola stadium': '5.8 km', 'de adventure park': '11.1 km', 'dlf corporate greens': '8.4 km'}",https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,500 sq.ft.', 'price-range': '₹ 2.99 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Spa', 'Steam Room', 'Squash Court', 'Cafeteria', 'Billiards']"
DLF Regal Gardens,"2, 3, 4 BHK Apartment in Sector 90, Gurgaon","{'hdfc bank, pataudi rd': '1.6 km', 'holiday inn gurugram sector 90': '1.6 km', 'ss omnia, sector 86': '1.9 km', 'canara bank - nawada fatehpur': '2.2 km', 'icici bank atm, sector 86': '2.3 km', 'rps international school': '2.3 km', 'silver streak multi speciality': '2.3 km', 'aarvy healthcare super speciality': '2.9 km', 'rhm public school': '3 km', 'miracles apollo cradle hospital': '3.2 km', 'minda industries nawada fatehpur': '4.2 km', 'numberdar market, imt manesar': '4.2 km', ""sodhi's supermarket, sector 82"": '4.6 km', 'm3m sco shop cum office': '4.8 km', 'state bank of india': '5.7 km'}",https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,438 - 1,527 sq.ft.', 'price-range': '₹ 91.61 - 97.29 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,693 - 1,967 sq.ft.', 'price-range': '₹ 1.24 - 1.71 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,215 sq.ft.', 'price-range': '₹ 1.59 - 1.93 Cr'}}","['Swimming Pool', 'School', 'Card Room', 'Solar Water Heating', 'Waiting Lounge', 'Theatre', 'Gazebo', 'Pool Table', 'Billiards']"
DLF The Icon,"4 BHK Apartment in DLF Phase 5, Gurgaon","{'heritage intl xperiential school': '0.45 km', 'sector 42-43 rapid metro station': '0.75 km', 'paras hospitals, gurgaon': '1.6 km', 'ardee mall': '2.2 km', 'sushant university': '3.2 km', 'nh 248a': '8.1 km', 'indira gandhi intl airport': '16.3 km'}",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,575 - 2,750 sq.ft.', 'price-range': '₹ 5.8 Cr'}}","['Swimming Pool', 'Restaurant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Power Back up Lift']"
Vatika Sovereign Park,"3, 4 BHK Apartment in Sector 99, Gurgaon","{'imperial heritage school': '3.2 km', 'vibrant hospital': '3.8 km', 'the esplanade mall': '3.8 km', 'dwarka expressway': '4.3 km', 'sgt university': '8.8 km', 'quality inn gurgaon': '9.1 km', 'skyjumper trampoline park': '10.2 km', 'kmp expressway': '13.4 km', 'imt manesar': '14.2 km', 'indira gandhi international airport': '25.4 km'}",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,750 - 3,815 sq.ft.', 'price-range': '₹ 2.15 - 2.99 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 - 5,975 sq.ft.', 'price-range': '₹ 2.51 - 4.68 Cr'}}","['Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Sauna', 'Piped Gas', 'Spa', 'Steam Room', 'Pool Table', 'Shopping Centre']"
Vatika Sovereign Next,"3, 4, 5 BHK Apartment in Sector 82A, Gurgaon","{'sapphire 83 mall': '0.6 km', 'hyatt regency gurgaon': '2.2 km', 'miracles apollo cradle hospital': '2.2 km', 'delhi public school, sector 84': '2.4 km', 'nh 48': '3 km', 'sector 86 road': '3.3 km', 'aapnoghar': '3.6 km', 'minda industries limited': '4.2 km', 'garhi harsaru junction': '8.5 km', 'tau devilal sports complex': '11.8 km', 'orchid business park': '11.8 km', 'indira gandhi international airport': '27.3 km'}",https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,600 - 2,650 sq.ft.', 'price-range': '₹ 2.05 - 2.09 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,140 sq.ft.', 'price-range': '₹ 4.05 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,902.27 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Barbecue', 'Pergola', 'Sauna', 'Steam Room', 'Gazebo', 'Property Staff', 'Sun Deck', 'Earthquake Resistant']"
Central Park Flower Valley The Room,"1, 2 BHK Apartment, 2, 3 BHK Independent Floor in Sohna, Gurgaon","{'central park ii road': '0.013 km', 'badshahpur sohna rd hwy': '1 km', 'raheja mall': '1.2 km', 'park hospital': '2.7 km', 'gurugram university': '4.7 km', 'cd international school': '5.6 km', 'huda metro station': '5.9 km', 'indira gandhi intl airport': '18.9 km'}",https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '837 - 1,272 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,620 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,737 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Laundry', 'ATM', 'Restaurant', 'Creche/Day care', 'Theatre', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria']"
M3M Sky Lofts,"1, 2, 3 BHK Service Apartment in Sector 71, Gurgaon","{'sohna road': '2.1km', 'vega school': '2.5km', 'omex city centre mall': '3.6km', 'polaris hospital': '4.6km', 'nh 48': '5km', 'skyjumper trampoline park': '5.6km', 'sector 55-56 rapid metro': '8.8km', 'indira gandhi intl airport': '23 km'}",https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823,"{'1 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '683 - 1,472 sq.ft.', 'price-range': '₹ 6.49 - 13.99 Cr'}, '2 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,406 - 1,683 sq.ft.', 'price-range': '₹ 13.36 - 16 Cr'}, '3 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,473 sq.ft.', 'price-range': '₹ 14 Cr'}}","['Bowling Alley', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Golf Course', 'Conference room', 'Restaurant', 'Spa', 'Theatre']"
Golden Park,"Land in Sohna, Gurgaon","{'damdama lake rd': '0.22 km', 'vardaan hospital & trauma centre': '2.8 km', 'sohna bus stand': '2.9 km', 'badshahpur sohna rd hwy': '3.7 km', 'sohna hill viewpoint': '5.8 km', 'k.r. mangalam university': '20.8 km', 'indira gandhi intl airport': '40.9 km'}",https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,125 - 1,575 sq.ft.', 'price-range': '₹ 99 L - 1.39 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Basketball Court']"
Ireo Savannah,"Land in Sector-35 Sohna, Gurgaon","{'kr mangalam university sohna': '1.7 km', 'gd goenka world school': '1.9 km', 'badshahpur sohna rd hwy': '1.4 km', 'civil hospital': '3.8 km', 'country inn & suites by radisson': '8.1 km', 'airia mall': '11.6 km', 'gurgaon railway station': '24.2 km', 'indira gandhi intl airport': '35.3 km'}",https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,152 - 1,611 sq.ft.', 'price-range': '₹ 90.01 L - 1.34 Cr'}}","['Multipurpose Court', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Satya Merano Greens,"Land in Sector 99A, Gurgaon","{'excellere world school': '3 km', 'satya the hive mall': '3.5 km', 'vibrant hospital': '4.4 km', 'dwarka expressway': '75 mtrs', 'ramgarh farms & resort': '6.4 km', 'holiday inn gurugram sector 90': '7.2 km', 'hero honda chowk': '9.8 km', 'dpg institute of technology': '10.3 km', 'imt manesar': '12.6 km', 'indira gandhi international airport': '28.3 km'}",https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,104.89 - 1,506.95 sq.ft.', 'price-range': '₹ 1.17 - 1.6 Cr'}}","['Swimming Pool', 'Card Room', 'Cafeteria', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']"
ATS Kocoon,"3, 4 BHK Apartment in Sector 109, Gurgaon","{'euro international school': '210 mtrs', 'jagdish super market': '350 mtrs', 'gyaananda school': '550 mtrs', 'bharat petroleum shree shyam filling': '1 km', 'the club, international city': '1.1 km', 'conscient one': '1.1 km', 'icici bank atm, annapurna mkt': '1.1 km', 'esic dispensary': '1.6 km', 'canara bank new palam vihar': '2.7 km', 'dwarka': '3 km', 'radha krishan mandir': '3.4 km', 'daultabad stadium': '4.1 km', 'gurgaon gramin bank': '4.7 km', 'igia airport': '5 km', 'scr model school': '5.2 km'}",https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,745 - 2,095 sq.ft.', 'price-range': '₹ 1.5 - 1.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,045 sq.ft.', 'price-range': '₹ 2 - 2.59 Cr'}}","['Swimming Pool', 'Laundry', 'Changing Area', 'School', 'Salon', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Wi-Fi Connectivity']"
Paras Quartier,"4 BHK Apartment in Gwal Pahari, Gurgaon","{'sector 55-56 metro station': '5 km', 'teri golf course': '1.5 km', 'asf insignia sez': '3.6 km', 'sushant university': '5 km', 'faridabad - gurgaon road': '0.006 km', 'golden tulip suites gurgaon': '2.1 km', 'paras hospitals, gurgaon': '7.4 km', 'south point mall': '7.9 km', ""oyster's water park"": '10.8 km', 'nh 148a': '7.9 km', 'indira gandhi international airport': '20.1 km', ""lingaya's lalita devi institute"": '3.4 km', 'pathways school gurgaon': '3.2 km'}",https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,000 - 6,000 sq.ft.', 'price-range': '₹ 7 - 8.4 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Business Lounge', 'Volley Ball Court', 'RO System', 'Aerobics Centre', 'Card Room', 'Spa', 'Steam Room']"
Ashiana Amarah,"3, 4 BHK Apartment in Sector 93, Gurgaon","{'pranavananda international school': '0.65 km', 'kidzee sec-93': '1.9 km', 'holiday inn gurugram sector 90': '2.5 km', 'city square': '3.1 km', 'newtown square mall': '3.1 km', 'aarvy hospital': '3.2 km', 'jhankar group of institutions': '5 km', 'dwarka expressway': '5.1 km', 'garhi harsaru junction': '5.8 km', 'sant soordas sihi metro station': '7.4 km', 'indira gandhi international airport': '32.4 km'}",https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,000 - 1,205 sq.ft.', 'price-range': '₹ 1 - 1.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,408 sq.ft.', 'price-range': '₹ 1.41 Cr'}}","['Swimming Pool', 'Flower Garden', 'Library', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']"
JMS Prime Land,"Land in Sector 95A, Gurgaon","{'pataudi road': '0.1 km', 'rps international school': '3.4 km', 'aarvy healthcare hospital': '3.5 km', 'garhi harsaru junction': '3.7 km', 'dwarka expressway': '4.4 km', 'holiday inn gurugram sector 90': '5.5 km', 'western peripheral expressway': '6.8 km', 'sapphire 83 mall': '7 km', 'heritage badminton academy': '8.3 km', 'sgt university': '11.1 km', 'indira gandhi international airport': '31 km'}",https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '945 - 1,197 sq.ft.', 'price-range': '₹ 1.34 - 1.7 Cr'}}","['Reflexology Park', 'Volley Ball Court', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Badminton Court']"
India Rashtra,"Land in Sector 88A, Gurgaon","{'dwarka expy/northern peripheral rd': '0.011 km', 'dwarka expressway basai crossing': '4.1 km', 'euro intl school, sector 37d, gurugram': '4.1 km', 'garhi harsaru junction': '6.9 km', 'the esplanade mall': '7.4 km', 'sethi hospital': '9.4 km', 'sgt university': '11.9 km', 'the northcap university': '16.1 km', 'park hospital': '12.1 km', 'omaxe gurgaon mall': '12.1 km', 'indira gandhi intl airport': '28.5 km'}",https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,852 sq.ft.', 'price-range': '₹ 2.7 - 5.78 Cr'}}","['Swimming Pool', 'CCTV Camera Security', '24x7 Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Car Parking', 'Security Cabin']"
Vipul Tatvam Villa,"3, 4, 5 BHK Villa in Sector 48, Gurgaon","{'hdfc bank': '43 mtrs', 'the sixth element school': '270 mtrs', 'k.r.mangalam world school': '650 mtrs', 'sushil park': '400 mtrs', 'peer baba ki mazar': '400 mtrs', 'punjab national bank': '2.0 kms', 'conexus.life b35': '160 mtrs', 'medhaam pre school & daycare': '850 mtrs', 'moksh wellness pvt ltd.': '650 mtrs', 'marriott courtyard': '1.5 kms', 'axis bank': '1.4 kms', 'world tech park': '2.4 kms', 'athena': '2.6 kms', 'bharat petroleum petrol pump': '2.6 kms', 'star mall': '2.3 kms'}",https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,000 sq.ft.', 'price-range': '₹ 5.7 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '4,000 - 4,750 sq.ft.', 'price-range': '₹ 7.5 - 12 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,150 - 7,650 sq.ft.', 'price-range': '₹ 16.5 - 22 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court', 'Multipurpose Court']"
Orris Woodview Residencies,"Land in Sector 89, Gurgaon","{'bamroli cricket ground': '1km', 'pataudi road': '1km', 'sanskar jyoti school': '1.1km', 'dwarka expressway': '3km', 'city square': '3.2km', 'garhi harsaru junction': '4.3km', 'arc multi speciality hospital': '4.3km', 'nh-48': '5.1km', 'sgt university': '10.1km'}",https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 6,030 sq.ft.', 'price-range': '₹ 1.92 - 4.26 Cr'}}","['Earthquake Resistant', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
