price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
0.88,1.0,1.0,2,low floor,relatively new,sector 63,flat,600.0,no,no,unfurnished,low
4.0,4.0,4.0,3,high floor,new property,sector 110,flat,4060.501,no,no,unfurnished,semi_luxrious
1.93,3.0,4.0,3,mid floor,relatively new,sector 85,flat,2408.0,yes,no,unfurnished,luxrious
3.45,4.0,4.0,3,high floor,new property,sector 113,flat,2080.0,yes,no,semifurnished,luxrious
1.7,3.0,3.0,3,low floor,moderately old,sector 56,flat,1610.0,no,no,unfurnished,normal
6.15,3.0,5.0,3+,low floor,relatively new,sector 65,flat,3844.0,yes,no,furnished,normal
1.4,3.0,3.0,3+,mid floor,old property,sector 2,flat,1424.0,no,no,furnished,semi_luxrious
1.48,3.0,3.0,2,low floor,new property,sector 84,flat,1294.0,yes,no,semifurnished,luxrious
3.25,4.0,4.0,3+,hometop,old property,sector 33,flat,4328.0,yes,no,semifurnished,luxrious
0.3,2.0,2.0,2,high floor,relatively new,sector 11,flat,761.0,no,no,unfurnished,low
3.49,3.0,3.0,3,high floor,relatively new,sector 67,flat,2452.0,yes,no,unfurnished,semi_luxrious
2.15,2.0,2.0,3,high floor,under construction,sector 62,flat,1508.0,no,no,unfurnished,semi_luxrious
1.4,2.0,2.0,3,high floor,under construction,sector 33,flat,1385.0,no,no,unfurnished,semi_luxrious
2.0,3.0,3.0,2,mid floor,moderately old,sector 43,flat,1125.6,no,no,unfurnished,semi_luxrious
2.3,3.0,3.0,2,low floor,new property,sector 61,flat,1304.0,no,no,unfurnished,semi_luxrious
0.54,2.0,1.0,3,low floor,new property,sohna road,flat,745.0,no,no,unfurnished,semi_luxrious
1.25,4.0,3.0,3,low floor,old property,sector 9,flat,1806.0,yes,no,semifurnished,low
1.05,2.0,2.0,1,high floor,relatively new,sector 85,flat,92.0,no,no,unfurnished,normal
1.25,3.0,4.0,3,low floor,relatively new,sector 77,flat,1450.0,yes,no,semifurnished,semi_luxrious
1.0,1.0,1.0,1,low floor,old property,sector 28,flat,880.0,no,yes,semifurnished,semi_luxrious
1.7,5.0,5.0,2,low floor,old property,sector 14,flat,2300.0,no,yes,furnished,semi_luxrious
1.3,4.0,6.0,2,high floor,new property,sector 86,flat,2228.8,yes,no,unfurnished,semi_luxrious
2.12,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1250.0,no,no,unfurnished,semi_luxrious
3.9,3.0,4.0,3+,high floor,new property,sector 61,flat,1249.68879,yes,no,unfurnished,luxrious
3.0,3.0,3.0,3+,high floor,old property,sector 50,flat,2084.0,yes,no,semifurnished,luxrious
2.2,3.0,3.0,2,low floor,new property,sector 61,flat,1549.0,no,no,unfurnished,luxrious
1.35,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,luxrious
1.67,3.0,2.0,2,high floor,new property,sector 33,flat,1671.0,no,no,unfurnished,semi_luxrious
0.9,2.0,2.0,2,low floor,relatively new,sector 103,flat,1080.0,no,no,unfurnished,normal
2.37,4.0,4.0,3+,high floor,under construction,sector 113,flat,1600.0,no,no,unfurnished,luxrious
1.98,3.0,3.0,3+,mid floor,relatively new,sector 102,flat,2000.0,yes,no,semifurnished,semi_luxrious
3.7,4.0,4.0,3,high floor,old property,sector 25,flat,2100.0,yes,no,semifurnished,low
4.67,4.0,4.0,3+,mid floor,relatively new,sector 111,flat,2750.0,no,no,unfurnished,semi_luxrious
1.29,2.0,2.0,3,low floor,new property,sector 79,flat,1257.6,no,no,unfurnished,low
3.65,3.0,3.0,3+,mid floor,relatively new,sector 48,flat,1496.0,no,no,semifurnished,luxrious
1.7,3.0,3.0,3,low floor,moderately old,sector 56,flat,1610.0,no,no,unfurnished,normal
6.15,3.0,5.0,3+,low floor,relatively new,sector 65,flat,3844.0,yes,no,furnished,normal
1.4,3.0,3.0,3+,mid floor,old property,sector 2,flat,1424.0,no,no,furnished,semi_luxrious
1.48,3.0,3.0,2,low floor,new property,sector 84,flat,1294.0,yes,no,semifurnished,luxrious
3.49,3.0,3.0,3,high floor,relatively new,sector 67,flat,2452.0,yes,no,unfurnished,semi_luxrious
2.15,2.0,2.0,3,high floor,under construction,sector 62,flat,1508.0,no,no,unfurnished,semi_luxrious
2.0,3.0,3.0,2,mid floor,moderately old,sector 43,flat,1125.6,no,no,unfurnished,semi_luxrious
0.54,2.0,1.0,3,low floor,new property,sohna road,flat,745.0,no,no,unfurnished,semi_luxrious
1.25,4.0,3.0,3,low floor,old property,sector 9,flat,1806.0,yes,no,semifurnished,low
1.05,2.0,2.0,1,high floor,relatively new,sector 85,flat,92.0,no,no,unfurnished,normal
1.25,3.0,4.0,3,low floor,relatively new,sector 77,flat,1450.0,yes,no,semifurnished,semi_luxrious
1.0,1.0,1.0,1,low floor,old property,sector 28,flat,880.0,no,yes,semifurnished,semi_luxrious
1.7,5.0,5.0,2,low floor,old property,sector 14,flat,2300.0,no,yes,furnished,semi_luxrious
1.3,4.0,6.0,2,high floor,new property,sector 86,flat,2228.8,yes,no,unfurnished,semi_luxrious
2.12,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1250.0,no,no,unfurnished,semi_luxrious
3.0,3.0,3.0,3+,high floor,old property,sector 50,flat,2084.0,yes,no,semifurnished,luxrious
1.35,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,luxrious
0.9,2.0,2.0,2,low floor,relatively new,sector 103,flat,1080.0,no,no,unfurnished,normal
1.98,3.0,3.0,3+,mid floor,relatively new,sector 102,flat,2000.0,yes,no,semifurnished,semi_luxrious
3.7,4.0,4.0,3,high floor,old property,sector 25,flat,2100.0,yes,no,semifurnished,low
1.29,2.0,2.0,3,low floor,new property,sector 79,flat,1257.6,no,no,unfurnished,low
5.6,3.0,3.0,3+,low floor,relatively new,sector 53,flat,2313.6,no,no,unfurnished,normal
1.25,4.0,4.0,3,high floor,relatively new,sector 92,flat,1714.4,yes,no,unfurnished,semi_luxrious
1.27,2.0,2.0,3+,high floor,relatively new,sector 70,flat,1304.0,no,no,semifurnished,luxrious
1.36,3.0,2.0,3+,low floor,relatively new,sector 108,flat,986.0,yes,no,semifurnished,semi_luxrious
1.0,3.0,3.0,3,low floor,relatively new,sector 37,flat,915.0,no,no,unfurnished,normal
4.25,4.0,5.0,3+,high floor,moderately old,sector 48,flat,3642.4,no,no,semifurnished,semi_luxrious
1.8,3.0,3.0,3+,mid floor,relatively new,sector 83,flat,1520.0,no,no,unfurnished,normal
1.25,3.0,4.0,2,high floor,relatively new,sector 71,flat,1394.4,yes,yes,furnished,luxrious
0.27,2.0,2.0,1,low floor,relatively new,sohna road,flat,457.788667,no,no,semifurnished,normal
5.5,3.0,3.0,1,high floor,under construction,sector 59,flat,2420.0,yes,no,unfurnished,low
0.85,3.0,3.0,3,low floor,relatively new,sector 92,flat,1592.0,no,no,unfurnished,semi_luxrious
1.07,2.0,2.0,2,high floor,new property,sector 33,flat,1108.0,no,no,unfurnished,semi_luxrious
0.95,1.0,1.0,1,high floor,relatively new,sector 67,flat,871.96,no,no,unfurnished,normal
0.87,2.0,3.0,3,low floor,relatively new,sector 108,flat,734.420897,yes,no,semifurnished,luxrious
4.1,4.0,5.0,3,high floor,new property,sector 108,flat,1752.0,yes,no,furnished,semi_luxrious
1.27,2.0,2.0,3+,mid floor,new property,sector 33,flat,1106.4,no,no,unfurnished,normal
1.47,2.0,2.0,2,low floor,new property,sector 61,flat,1150.0,no,no,unfurnished,normal
3.45,3.0,4.0,3,mid floor,relatively new,sector 66,flat,1800.0,yes,no,semifurnished,semi_luxrious
1.18,2.0,2.0,3,mid floor,old property,sector 2,flat,1252.0,no,no,unfurnished,semi_luxrious
1.55,3.0,4.0,3+,low floor,old property,sector 2,flat,1536.0,yes,no,unfurnished,semi_luxrious
3.39,3.0,4.0,3,high floor,relatively new,sector 67,flat,2000.0,yes,no,semifurnished,low
1.54,3.0,3.0,3+,high floor,relatively new,sector 86,flat,1670.0,yes,no,unfurnished,luxrious
1.42,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,luxrious
1.3,3.0,3.0,2,low floor,old property,sector 30,flat,1300.0,no,no,unfurnished,low
2.25,3.0,3.0,2,high floor,old property,sector 28,flat,1550.0,yes,no,unfurnished,semi_luxrious
3.5,3.0,4.0,3,high floor,relatively new,sector 67,flat,2400.0,yes,yes,semifurnished,luxrious
4.8,4.0,6.0,3+,mid floor,new property,sector 22,flat,2500.0,yes,yes,furnished,normal
0.78,2.0,2.0,2,low floor,new property,sector 92,flat,957.6,no,no,semifurnished,normal
0.88,3.0,3.0,2,low floor,old property,sector 9,flat,1123.0,no,no,semifurnished,normal
2.6,3.0,3.0,3,low floor,relatively new,sector 102,flat,2078.4,yes,no,unfurnished,luxrious
3.4,4.0,4.0,3,low floor,old property,sector 25,flat,2470.0,yes,no,unfurnished,low
2.9,3.0,4.0,2,mid floor,new property,sector 108,flat,1602.4,no,no,unfurnished,semi_luxrious
0.7,2.0,2.0,2,high floor,moderately old,sector 108,flat,1204.0,no,no,unfurnished,semi_luxrious
1.5,3.0,3.0,3+,high floor,relatively new,sector 86,flat,1540.0,no,no,unfurnished,luxrious
1.28,3.0,3.0,3,low floor,relatively new,sector 2,flat,1340.0,no,no,semifurnished,normal
2.51,3.0,3.0,3+,low floor,new property,sector 113,flat,1356.0,no,no,unfurnished,normal
6.5,4.0,5.0,3+,low floor,new property,sector 24,flat,3500.0,yes,no,furnished,normal
1.85,3.0,3.0,3,mid floor,new property,sector 79,flat,1350.0,yes,no,unfurnished,normal
2.45,4.0,6.0,3,mid floor,relatively new,sector 103,flat,2300.0,yes,no,unfurnished,normal
1.38,3.0,4.0,2,mid floor,relatively new,sector 85,flat,1696.0,yes,no,unfurnished,semi_luxrious
5.9,4.0,4.0,3+,hometop,new property,sector 2,flat,4280.0,yes,yes,semifurnished,luxrious
3.0,4.0,6.0,3+,hometop,relatively new,sector 82,flat,3912.0,yes,yes,semifurnished,luxrious
2.01,4.0,4.0,3+,mid floor,moderately old,sector 1,flat,1760.0,no,no,furnished,low
2.1,4.0,4.0,3+,mid floor,old property,sector 38,flat,1759.0,no,no,furnished,low
4.25,3.0,4.0,3+,low floor,old property,sector 24,flat,3200.0,yes,no,semifurnished,luxrious
2.55,3.0,4.0,3,mid floor,relatively new,sector 49,flat,1760.0,no,no,semifurnished,normal
2.0,4.0,3.0,3,mid floor,moderately old,sector 52,flat,1850.0,yes,no,furnished,luxrious
3.25,3.0,4.0,3+,low floor,old property,sector 50,flat,2537.0,yes,no,semifurnished,luxrious
1.6,3.0,3.0,3,low floor,new property,dwarka expressway,flat,1351.2,no,no,unfurnished,normal
1.5,3.0,4.0,3+,mid floor,moderately old,sector 2,flat,1536.0,yes,no,unfurnished,semi_luxrious
3.75,3.0,3.0,2,high floor,new property,sector 108,flat,1874.4,yes,no,unfurnished,semi_luxrious
0.95,2.0,2.0,3,mid floor,old property,sector 2,flat,1416.0,no,no,semifurnished,semi_luxrious
1.4,4.0,3.0,3,low floor,old property,sector 15,flat,1300.0,no,no,semifurnished,semi_luxrious
1.56,3.0,4.0,3+,high floor,relatively new,sector 86,flat,1450.0,no,no,unfurnished,luxrious
1.35,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,semi_luxrious
1.4,2.0,2.0,2,high floor,new property,sector 102,flat,1000.0,no,no,semifurnished,normal
2.26,3.0,3.0,2,high floor,old property,sector 28,flat,1650.0,yes,no,unfurnished,luxrious
1.2,2.0,2.0,2,groundfloor,new property,sector 33,flat,900.0,no,no,unfurnished,normal
2.08,4.0,4.0,3,groundfloor,new property,sector 37,flat,1954.4,yes,yes,unfurnished,luxrious
1.75,3.0,4.0,3,mid floor,relatively new,sector 85,flat,1926.4,yes,no,unfurnished,normal
2.99,3.0,3.0,3,low floor,relatively new,sector 67,flat,2100.0,yes,no,semifurnished,normal
2.1,2.0,2.0,2,high floor,new property,sector 62,flat,1206.5901344,yes,no,unfurnished,normal
2.87,3.0,3.0,3+,high floor,relatively new,sector 67,flat,1808.0,yes,no,semifurnished,luxrious
2.35,3.0,3.0,2,high floor,old property,sector 28,flat,1421.6,yes,no,unfurnished,luxrious
3.0,3.0,4.0,3,low floor,moderately old,sector 24,flat,2500.0,no,no,unfurnished,low
6.0,4.0,6.0,3+,mid floor,moderately old,sector 24,flat,4400.0,no,no,unfurnished,low
2.35,3.0,3.0,3,low floor,relatively new,sector 65,flat,1200.0,yes,no,unfurnished,luxrious
1.9,3.0,4.0,3+,mid floor,relatively new,sector 103,flat,3344.0,yes,yes,semifurnished,normal
0.72,3.0,3.0,2,mid floor,moderately old,sector 85,flat,1250.0,no,no,unfurnished,normal
0.65,3.0,2.0,3+,mid floor,moderately old,sector 1,flat,1526.0,no,no,unfurnished,low
2.34,3.0,4.0,3+,high floor,relatively new,sector 81,flat,1670.0,yes,no,furnished,luxrious
2.57,4.0,5.0,3+,high floor,new property,sector 113,flat,1650.0,no,no,semifurnished,semi_luxrious
1.71,3.0,3.0,3+,mid floor,relatively new,sector 37,flat,2191.184,no,no,unfurnished,normal
3.79,5.0,5.0,3,low floor,relatively new,sector 110,flat,3064.0,yes,no,unfurnished,luxrious
2.05,4.0,4.0,3+,mid floor,old property,sector 56,flat,2400.0,no,no,semifurnished,luxrious
5.2,3.0,3.0,3,high floor,relatively new,sector 65,flat,2383.2000000000003,yes,no,semifurnished,semi_luxrious
3.2,3.0,3.0,3,high floor,relatively new,sector 66,flat,1800.0,yes,yes,semifurnished,luxrious
0.69,2.0,2.0,1,low floor,old property,sector 30,flat,792.0,no,no,unfurnished,semi_luxrious
3.75,3.0,3.0,2,high floor,relatively new,sector 112,flat,2241.6,yes,no,semifurnished,luxrious
3.65,3.0,4.0,3+,high floor,relatively new,sector 112,flat,2241.6,yes,no,semifurnished,luxrious
5.49,4.0,5.0,3+,mid floor,relatively new,sector 112,flat,3791.2,yes,no,semifurnished,luxrious
1.05,4.0,4.0,3+,low floor,new property,sector 84,flat,1676.0,no,no,unfurnished,semi_luxrious
3.35,3.0,4.0,2,high floor,new property,sector 108,flat,1658.3294896,no,no,unfurnished,semi_luxrious
2.4,3.0,3.0,3+,mid floor,moderately old,sector 47,flat,1668.8000000000002,yes,no,semifurnished,luxrious
1.71,3.0,3.0,3+,mid floor,moderately old,sector 56,flat,2250.0,yes,no,semifurnished,luxrious
6.3,5.0,6.0,3+,mid floor,under construction,sector 106,flat,3500.0,no,no,semifurnished,semi_luxrious
2.2,3.0,3.0,2,mid floor,moderately old,sector 109,flat,2318.0,yes,no,semifurnished,luxrious
3.25,4.0,4.0,3,high floor,relatively new,sector 110,flat,2720.0,yes,no,unfurnished,luxrious
11.25,4.0,5.0,3+,low floor,relatively new,sector 48,flat,3980.0,yes,yes,unfurnished,normal
3.3,3.0,3.0,3,low floor,new property,sector 33,flat,2400.0,yes,yes,unfurnished,semi_luxrious
1.51,3.0,4.0,3+,mid floor,moderately old,sector 2,flat,1536.0,yes,no,semifurnished,semi_luxrious
1.38,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,semifurnished,luxrious
4.6,3.0,3.0,3,high floor,relatively new,sector 66,flat,2500.0,yes,yes,semifurnished,luxrious
1.4,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1200.0,yes,no,unfurnished,normal
3.5,4.0,4.0,3,low floor,relatively new,sector 65,flat,1580.0,yes,no,semifurnished,luxrious
0.99,3.0,4.0,2,high floor,new property,sector 82,flat,1432.0,yes,no,unfurnished,semi_luxrious
2.65,3.0,3.0,3,mid floor,relatively new,sector 65,flat,1650.0,yes,no,unfurnished,normal
2.4,3.0,3.0,2,low floor,new property,sector 45,flat,172.8,yes,no,semifurnished,low
1.65,3.0,3.0,3+,high floor,relatively new,sector 109,flat,1720.0,yes,no,semifurnished,normal
1.25,4.0,3.0,3,low floor,old property,sector 9,flat,1806.0,yes,no,unfurnished,normal
4.0,3.0,3.0,3,high floor,new property,sector 62,flat,2071.0604712,yes,no,semifurnished,normal
1.8,3.0,3.0,3,mid floor,relatively new,sector 83,flat,1240.00128,yes,no,semifurnished,semi_luxrious
1.75,4.0,3.0,3+,mid floor,relatively new,sector 91,flat,1573.574541,yes,yes,unfurnished,luxrious
2.35,3.0,3.0,2,low floor,relatively new,sector 65,flat,1650.049,yes,no,unfurnished,luxrious
7.15,4.0,5.0,3+,mid floor,relatively new,sector 62,flat,3469.6000000000004,yes,no,semifurnished,luxrious
1.64,4.0,3.0,3,mid floor,relatively new,sector 77,flat,1560.0,yes,no,unfurnished,semi_luxrious
2.8,3.0,3.0,2,low floor,relatively new,sector 65,flat,1320.0,yes,no,unfurnished,semi_luxrious
6.75,4.0,6.0,3+,high floor,moderately old,sector 54,flat,2240.0,yes,no,semifurnished,luxrious
3.5,3.0,4.0,3,high floor,relatively new,sector 67,flat,2050.0,yes,no,semifurnished,luxrious
4.6,3.0,3.0,3,mid floor,new property,sector 65,flat,1717.0,yes,yes,unfurnished,luxrious
2.25,3.0,3.0,3,mid floor,relatively new,sector 74,flat,1800.0,no,no,unfurnished,luxrious
2.2,3.0,3.0,3+,high floor,relatively new,sector 82,flat,1673.6,yes,no,furnished,luxrious
2.85,4.0,4.0,3+,low floor,new property,sector 82,flat,1800.0,yes,no,furnished,luxrious
1.76,4.0,4.0,3+,mid floor,relatively new,sector 90,flat,1670.0,no,no,semifurnished,luxrious
1.0,2.0,2.0,3+,low floor,new property,sector 106,flat,845.0,no,no,semifurnished,low
3.6,4.0,4.0,3,low floor,moderately old,sector 61,flat,2280.8,yes,no,semifurnished,luxrious
1.78,3.0,4.0,3+,mid floor,new property,sector 85,flat,1926.4,no,no,unfurnished,luxrious
0.98,3.0,3.0,3,groundfloor,moderately old,sector 71,flat,1296.0,no,no,unfurnished,semi_luxrious
2.82,3.0,3.0,3,low floor,relatively new,sector 60,flat,2200.0,yes,no,semifurnished,luxrious
3.21,3.0,4.0,3+,high floor,relatively new,sector 72,flat,2000.0,yes,no,semifurnished,luxrious
1.9,3.0,2.0,2,mid floor,relatively new,sector 113,flat,1027.0,no,yes,semifurnished,luxrious
1.19,3.0,3.0,2,high floor,relatively new,sector 90,flat,1380.8000000000002,no,no,unfurnished,semi_luxrious
1.35,3.0,3.0,3+,mid floor,moderately old,sector 81,flat,1130.0,no,no,semifurnished,semi_luxrious
1.8,4.0,5.0,3+,low floor,relatively new,sector 69,flat,2000.0,yes,no,unfurnished,luxrious
1.35,3.0,3.0,3+,low floor,relatively new,sector 103,flat,1432.0,no,no,semifurnished,luxrious
1.7,3.0,3.0,3+,mid floor,relatively new,sector 109,flat,2036.0,yes,no,unfurnished,luxrious
1.6,4.0,5.0,3+,mid floor,relatively new,sector 82,flat,1940.0,yes,no,unfurnished,luxrious
2.65,3.0,4.0,3+,mid floor,moderately old,sector 60,flat,2045.0,yes,no,semifurnished,luxrious
0.55,2.0,2.0,2,mid floor,relatively new,sector 85,flat,950.0,no,no,unfurnished,luxrious
1.4,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,semi_luxrious
1.26,2.0,2.0,3,mid floor,moderately old,sector 2,flat,1252.0,no,no,unfurnished,semi_luxrious
1.7,4.0,5.0,3+,mid floor,relatively new,sector 107,flat,2214.4,yes,no,unfurnished,semi_luxrious
4.1,3.0,3.0,3+,low floor,new property,sector 22,flat,1459.0,no,no,furnished,luxrious
1.01,2.0,2.0,3,mid floor,relatively new,sector 103,flat,1250.0,no,no,semifurnished,luxrious
1.45,3.0,5.0,3,high floor,relatively new,sector 99,flat,1597.6,yes,no,semifurnished,normal
1.6,3.0,3.0,3+,mid floor,old property,sector 48,flat,1800.0,no,no,semifurnished,normal
2.99,3.0,3.0,3,mid floor,relatively new,sector 66,flat,1500.0,yes,no,semifurnished,normal
1.9,3.0,4.0,3+,high floor,relatively new,sector 102,flat,1553.6,yes,no,unfurnished,luxrious
1.75,3.0,3.0,3,mid floor,relatively new,sector 65,flat,809.0,yes,no,semifurnished,luxrious
1.3,3.0,3.0,3+,mid floor,relatively new,sector 90,flat,1400.0,no,no,unfurnished,luxrious
2.95,3.0,3.0,3,mid floor,relatively new,sector 67,flat,1906.0,yes,no,semifurnished,luxrious
3.4,3.0,4.0,3,high floor,relatively new,sector 67,flat,1708.0,yes,no,semifurnished,luxrious
3.32,3.0,4.0,3,mid floor,new property,sector 67,flat,1709.0,yes,no,semifurnished,luxrious
0.95,2.0,2.0,3,low floor,moderately old,sector 2,flat,1132.0,no,no,semifurnished,semi_luxrious
1.55,2.0,2.0,3+,high floor,relatively new,sector 74,flat,1124.0,no,no,unfurnished,luxrious
1.54,2.0,2.0,3+,high floor,relatively new,sector 74,flat,1139.0,no,no,unfurnished,luxrious
2.45,3.0,3.0,3+,high floor,relatively new,sector 74,flat,1614.0,no,no,unfurnished,luxrious
2.6,3.0,4.0,3+,mid floor,relatively new,sector 104,flat,1715.0,yes,no,unfurnished,semi_luxrious
1.83,3.0,4.0,3,mid floor,relatively new,sector 85,flat,1875.0,no,no,unfurnished,normal
1.09,2.0,2.0,3,mid floor,relatively new,sector 85,flat,1350.0,no,no,unfurnished,normal
1.87,3.0,4.0,3,mid floor,relatively new,sector 85,flat,2175.0,no,no,unfurnished,normal
1.05,2.0,2.0,3+,mid floor,relatively new,sector 85,flat,1336.8000000000002,no,no,unfurnished,luxrious
1.77,3.0,4.0,3+,mid floor,new property,sector 85,flat,1926.4,no,no,unfurnished,semi_luxrious
2.2,3.0,3.0,3,high floor,new property,sector 74,flat,1614.4,no,no,semifurnished,low
0.6,1.0,1.0,1,mid floor,moderately old,sector 2,flat,588.0,no,no,semifurnished,semi_luxrious
1.8,4.0,4.0,3+,low floor,moderately old,sector 47,flat,2700.0,no,no,semifurnished,luxrious
0.64,3.0,2.0,3+,mid floor,old property,sector 1,flat,1526.0,no,no,unfurnished,normal
0.75,3.0,3.0,3+,low floor,moderately old,sector 1,flat,1692.0,yes,no,unfurnished,normal
4.95,3.0,3.0,3,mid floor,relatively new,sector 65,flat,2489.6000000000004,yes,no,semifurnished,semi_luxrious
4.25,3.0,5.0,2,high floor,relatively new,sector 112,flat,2800.0,yes,yes,unfurnished,semi_luxrious
5.31,4.0,6.0,3+,high floor,relatively new,sector 112,flat,3400.0,yes,yes,unfurnished,semi_luxrious
1.4,3.0,3.0,3,mid floor,relatively new,sector 102,flat,1022.5705,yes,no,unfurnished,normal
2.8,2.0,3.0,2,mid floor,relatively new,sector 112,flat,1800.0,yes,no,unfurnished,luxrious
4.1,5.0,5.0,2,mid floor,relatively new,sector 110,flat,3000.0,yes,no,unfurnished,luxrious
3.4,4.0,5.0,3,mid floor,relatively new,sector 110,flat,2800.0,yes,no,unfurnished,luxrious
3.05,3.0,3.0,3,mid floor,relatively new,sector 60,flat,2200.0,yes,no,semifurnished,luxrious
4.25,4.0,4.0,3+,groundfloor,relatively new,sector 72,flat,2600.0,yes,no,semifurnished,luxrious
1.16,3.0,3.0,3+,low floor,relatively new,sector 82,flat,1660.0,yes,yes,semifurnished,luxrious
3.55,5.0,6.0,3+,high floor,moderately old,sector 51,flat,4700.0,yes,yes,semifurnished,luxrious
