price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
0.95,3.0,3.0,3+,groundfloor,new property,sector 37,flat,1500.0,no,no,unfurnished,normal
2.2,3.0,3.0,1,mid floor,relatively new,sector 86,flat,1544.0,no,yes,furnished,semi_luxrious
0.83,2.0,2.0,3,low floor,relatively new,sector 81,flat,565.0,no,no,unfurnished,normal
1.25,4.0,4.0,3,high floor,relatively new,sector 93,flat,1700.0,no,no,unfurnished,low
0.84,2.0,2.0,2,mid floor,new property,sector 68,flat,1179.941,no,no,unfurnished,low
3.2,4.0,3.0,2,low floor,relatively new,sector 65,flat,1750.0,yes,no,unfurnished,low
1.75,4.0,5.0,3+,low floor,relatively new,sector 82,flat,1960.0,no,no,unfurnished,normal
0.35,2.0,2.0,1,low floor,new property,sohna road,flat,629.0,no,no,unfurnished,semi_luxrious
3.9,3.0,3.0,0,high floor,relatively new,sector 106,flat,2450.057,no,no,unfurnished,semi_luxrious
3.45,3.0,3.0,3,high floor,moderately old,sector 48,flat,1869.007,no,no,unfurnished,low
2.35,4.0,4.0,3+,mid floor,moderately old,sector 70,flat,2400.0,yes,no,unfurnished,semi_luxrious
1.5,3.0,3.0,3,mid floor,under construction,sector 89,flat,1450.0,no,no,unfurnished,semi_luxrious
1.34,2.0,2.0,3+,high floor,new property,sector 70,flat,1043.2,no,no,semifurnished,semi_luxrious
3.4,4.0,5.0,3,low floor,relatively new,sector 110,flat,2720.0,yes,no,unfurnished,semi_luxrious
1.8,3.0,3.0,3,high floor,relatively new,sector 69,flat,1704.0,no,no,unfurnished,normal
1.1,4.0,3.0,2,high floor,new property,sector 92,flat,1600.0,no,no,unfurnished,low
0.97,2.0,2.0,3+,low floor,new property,sector 89,flat,1103.025,no,no,unfurnished,normal
3.25,3.0,3.0,3,low floor,new property,sector 63,flat,1100.0,no,no,unfurnished,normal
2.55,3.0,3.0,2,low floor,new property,sector 61,flat,1630.0,no,no,unfurnished,normal
0.61,3.0,2.0,2,mid floor,under construction,sector 92,flat,1008.8,no,no,unfurnished,low
1.9,3.0,3.0,3,mid floor,relatively new,sector 72,flat,1975.052,no,no,unfurnished,low
0.75,2.0,2.0,0,low floor,relatively new,sohna road,flat,1081.003,no,no,unfurnished,semi_luxrious
1.35,3.0,3.0,3,low floor,new property,sohna road,flat,2200.0,yes,no,unfurnished,semi_luxrious
1.65,3.0,3.0,2,low floor,relatively new,sector 69,flat,1859.784,no,no,semifurnished,semi_luxrious
1.5,3.0,2.0,3+,high floor,relatively new,sector 37,flat,1216.0,no,no,unfurnished,normal
1.9,3.0,3.0,3,mid floor,moderately old,sector 72,flat,1580.0,yes,no,semifurnished,normal
15.0,5.0,6.0,3+,high floor,relatively new,sector 48,flat,6700.0,yes,yes,furnished,normal
3.9,4.0,5.0,3+,mid floor,relatively new,sector 111,flat,3000.0,yes,no,furnished,luxrious
0.46,2.0,2.0,2,low floor,relatively new,sohna road,flat,700.0,no,no,furnished,semi_luxrious
0.32,2.0,2.0,1,low floor,relatively new,sector 4,flat,950.0,no,no,semifurnished,low
0.42,2.0,2.0,1,high floor,relatively new,sohna road,flat,585.448521,no,no,unfurnished,normal
7.8,4.0,4.0,0,mid floor,relatively new,sector 63,flat,3949.967,no,no,unfurnished,semi_luxrious
0.95,3.0,3.0,3,high floor,old property,sector 2,flat,1600.0,no,no,unfurnished,normal
3.45,4.0,4.0,3+,low floor,moderately old,sector 48,flat,2700.0,no,no,unfurnished,low
1.1,3.0,2.0,2,mid floor,relatively new,sector 70,flat,1080.0,no,no,unfurnished,low
0.85,3.0,2.0,2,mid floor,moderately old,sector 1,flat,1332.8000000000002,no,no,unfurnished,low
0.95,2.0,2.0,2,mid floor,relatively new,sector 91,flat,1048.0,no,no,unfurnished,semi_luxrious
0.75,3.0,2.0,2,mid floor,moderately old,sector 1,flat,1328.0,no,no,unfurnished,low
0.75,2.0,2.0,2,mid floor,moderately old,sector 89,flat,912.0,no,no,unfurnished,low
1.4,3.0,3.0,2,mid floor,relatively new,sector 83,flat,1388.0,no,no,semifurnished,semi_luxrious
2.45,3.0,4.0,2,low floor,old property,sector 47,flat,2290.0,no,no,semifurnished,normal
1.0,2.0,2.0,3,high floor,new property,sector 68,flat,1180.0,no,no,unfurnished,normal
1.25,3.0,3.0,2,low floor,new property,sector 89,flat,1423.0,no,no,unfurnished,normal
2.6,4.0,4.0,3+,low floor,moderately old,sector 69,flat,1920.0,yes,no,unfurnished,normal
1.6,3.0,3.0,3+,low floor,moderately old,sector 15,flat,1450.0,no,yes,unfurnished,normal
1.1,3.0,2.0,3,low floor,new property,sector 89,flat,1320.0,no,no,unfurnished,low
1.0,2.0,3.0,0,low floor,moderately old,sector 2,flat,1000.0,no,no,unfurnished,low
3.65,3.0,3.0,2,high floor,new property,sector 36,flat,2030.4,no,no,unfurnished,normal
1.4,3.0,3.0,2,low floor,moderately old,sector 71,flat,1762.0,no,yes,semifurnished,luxrious
2.6,3.0,3.0,2,low floor,new property,sector 61,flat,1304.0,no,no,unfurnished,normal
1.6,2.0,2.0,2,high floor,new property,sector 74,flat,1124.8,no,no,unfurnished,low
0.75,2.0,2.0,2,high floor,moderately old,sector 2,flat,960.0,no,yes,unfurnished,semi_luxrious
0.75,2.0,2.0,2,low floor,relatively new,sector 83,flat,1060.0,no,no,semifurnished,normal
3.9,3.0,4.0,3,low floor,relatively new,sector 66,flat,2092.724,no,no,unfurnished,low
1.0,1.0,1.0,1,mid floor,moderately old,sector 71,flat,435.0,no,no,unfurnished,semi_luxrious
0.7,2.0,2.0,3,low floor,relatively new,sector 108,flat,1200.0,no,no,unfurnished,low
0.9,2.0,2.0,2,mid floor,relatively new,sohna road,flat,1039.0,no,no,unfurnished,low
0.6,2.0,2.0,3,mid floor,new property,sector 95,flat,1250.0,no,no,unfurnished,low
1.97,4.0,4.0,2,high floor,relatively new,sector 109,flat,2104.0,yes,yes,unfurnished,normal
1.35,3.0,3.0,0,low floor,new property,sector 37,flat,1890.227,no,no,unfurnished,semi_luxrious
0.75,2.0,2.0,3,high floor,moderately old,sector 37,flat,1410.039,no,no,unfurnished,semi_luxrious
1.6,2.0,2.0,2,high floor,relatively new,sector 61,flat,1380.0,yes,no,unfurnished,semi_luxrious
0.4,2.0,2.0,1,groundfloor,new property,sohna road,flat,602.0,no,no,semifurnished,semi_luxrious
0.99,2.0,2.0,2,mid floor,relatively new,sohna road,flat,900.0,no,no,unfurnished,normal
2.1,4.0,6.0,3+,mid floor,relatively new,sector 106,flat,1884.0,yes,no,unfurnished,semi_luxrious
0.69,2.0,2.0,2,high floor,moderately old,sector 78,flat,1280.0,no,no,unfurnished,semi_luxrious
1.0,2.0,2.0,2,low floor,new property,sector 89,flat,1103.0,no,no,unfurnished,normal
0.85,3.0,2.0,3,low floor,new property,sector 36,flat,750.0,no,no,unfurnished,normal
0.32,2.0,2.0,1,low floor,relatively new,sohna road,flat,744.013,no,no,unfurnished,semi_luxrious
0.7,2.0,2.0,3,low floor,moderately old,sector 108,flat,1548.0,no,no,semifurnished,low
0.4,2.0,2.0,1,groundfloor,new property,sohna road,flat,524.0,no,no,semifurnished,low
1.42,3.0,3.0,2,low floor,new property,sector 89,flat,1423.0,no,no,unfurnished,low
0.38,2.0,2.0,2,mid floor,relatively new,sector 95,flat,644.111776,no,no,unfurnished,semi_luxrious
0.26,2.0,2.0,2,low floor,relatively new,sohna road,flat,576.0,no,no,unfurnished,normal
0.5,1.0,1.0,1,mid floor,new property,sector 36,flat,500.0,no,no,unfurnished,low
6.5,4.0,4.0,3+,groundfloor,relatively new,sector 72,flat,3400.0,yes,yes,unfurnished,semi_luxrious
1.9,3.0,4.0,2,high floor,new property,sector 79,flat,2150.0,yes,no,unfurnished,normal
0.85,2.0,2.0,3,mid floor,new property,sohna road,flat,730.0,no,no,unfurnished,semi_luxrious
0.65,3.0,3.0,1,low floor,new property,sector 12,flat,1050.0,no,no,semifurnished,normal
0.26,2.0,2.0,2,low floor,moderately old,sohna road,flat,460.8,no,no,unfurnished,low
0.35,2.0,2.0,2,high floor,new property,sohna road,flat,460.8,no,no,unfurnished,normal
1.05,3.0,3.0,3,low floor,new property,sector 37,flat,1400.0,no,no,semifurnished,low
0.9,3.0,3.0,3,mid floor,moderately old,sector 37,flat,1537.148,no,no,semifurnished,semi_luxrious
8.5,4.0,4.0,0,high floor,relatively new,sector 63,flat,3949.998,no,no,unfurnished,semi_luxrious
0.75,2.0,2.0,2,high floor,under construction,sector 76,flat,588.0,no,no,unfurnished,normal
0.79,4.0,4.0,2,mid floor,relatively new,sector 37,flat,1764.969,no,no,unfurnished,normal
1.5,3.0,3.0,3,low floor,new property,sector 89,flat,1750.0,no,no,unfurnished,normal
1.75,4.0,5.0,3+,low floor,new property,sector 104,flat,2324.0,yes,no,unfurnished,semi_luxrious
1.9,3.0,4.0,3,high floor,under construction,sector 79,flat,1720.0,no,no,unfurnished,semi_luxrious
1.45,3.0,2.0,3,low floor,new property,sector 33,flat,1336.8000000000002,no,no,unfurnished,normal
4.02,3.0,3.0,1,low floor,under construction,sector 59,flat,2295.0,no,no,unfurnished,normal
0.5,2.0,2.0,3,low floor,relatively new,sector 92,flat,999.0,no,no,unfurnished,low
3.98,3.0,4.0,3+,low floor,moderately old,sector 66,flat,1760.0,yes,no,semifurnished,luxrious
0.55,2.0,2.0,3,low floor,new property,sohna road,flat,745.0,no,no,unfurnished,semi_luxrious
1.47,2.0,2.0,3,mid floor,new property,sector 79,flat,84.01,no,no,unfurnished,semi_luxrious
0.7,2.0,2.0,2,mid floor,relatively new,sector 111,flat,696.0,no,no,unfurnished,semi_luxrious
2.6,2.0,2.0,2,mid floor,new property,sohna road,flat,554.1255719999999,no,no,unfurnished,normal
1.1,2.0,2.0,2,low floor,new property,sector 89,flat,1103.0,no,no,unfurnished,semi_luxrious
2.2,2.0,2.0,2,high floor,new property,sector 36,flat,1183.2,no,no,unfurnished,low
0.55,3.0,2.0,2,high floor,new property,sector 95,flat,745.0,no,no,furnished,normal
0.55,3.0,2.0,2,high floor,new property,sector 95,flat,645.0,no,no,semifurnished,semi_luxrious
1.16,3.0,3.0,2,low floor,new property,sector 89,flat,1423.0,no,no,unfurnished,semi_luxrious
1.1,2.0,2.0,3,high floor,new property,sector 68,flat,1245.0,no,no,unfurnished,semi_luxrious
1.2,2.0,2.0,0,high floor,under construction,sector 33,flat,76.44,no,no,unfurnished,normal
2.25,4.0,4.0,2,mid floor,old property,sector 45,flat,2875.0,yes,no,furnished,low
3.35,3.0,4.0,3+,mid floor,new property,sector 76,flat,1900.0,yes,no,furnished,luxrious
2.69,3.0,4.0,3+,low floor,new property,sector 79,flat,1720.0,yes,no,unfurnished,normal
0.8,2.0,2.0,0,low floor,relatively new,sector 86,flat,1360.082,no,no,unfurnished,low
0.35,2.0,2.0,0,mid floor,new property,sector 95,flat,636.943,no,no,unfurnished,low
0.6,2.0,2.0,1,groundfloor,under construction,sector 81,flat,720.0,no,no,unfurnished,low
0.46,2.0,2.0,2,mid floor,relatively new,sohna road,flat,710.0,no,no,furnished,normal
2.5,3.0,4.0,3+,high floor,new property,sector 102,flat,1719.2,yes,no,semifurnished,normal
0.6,2.0,2.0,1,groundfloor,relatively new,sector 81,flat,900.0,no,no,unfurnished,normal
1.0,2.0,2.0,2,high floor,new property,sector 68,flat,1225.0,yes,no,unfurnished,semi_luxrious
0.93,2.0,2.0,2,mid floor,under construction,sohna road,flat,875.0,no,no,unfurnished,normal
2.54,3.0,3.0,3,low floor,new property,sector 61,flat,1640.0,no,no,unfurnished,low
1.5,3.0,2.0,3+,low floor,moderately old,sector 57,flat,246.0,no,no,unfurnished,semi_luxrious
0.7,2.0,2.0,3,mid floor,new property,sector 90,flat,1081.6,no,no,unfurnished,semi_luxrious
2.78,3.0,3.0,3,high floor,relatively new,sector 65,flat,1462.4,no,no,unfurnished,normal
0.25,2.0,2.0,0,groundfloor,relatively new,sohna road,flat,480.954,no,no,unfurnished,normal
0.9,4.0,5.0,3+,low floor,relatively new,sector 92,flat,1596.0,yes,no,unfurnished,low
0.96,3.0,4.0,3,low floor,new property,sector 90,flat,1500.0,yes,no,unfurnished,semi_luxrious
1.2,3.0,2.0,1,mid floor,under construction,sector 37,flat,1850.0,yes,no,unfurnished,normal
0.9,2.0,2.0,3+,mid floor,relatively new,sector 107,flat,1092.8,no,no,semifurnished,normal
0.45,1.0,1.0,2,mid floor,relatively new,sector 102,flat,750.0,no,no,unfurnished,low
0.36,2.0,2.0,0,high floor,relatively new,sector 11,flat,699.029,no,no,unfurnished,low
5.9,4.0,4.0,3+,groundfloor,moderately old,sector 2,flat,5350.018,no,no,unfurnished,semi_luxrious
0.32,2.0,1.0,0,groundfloor,relatively new,sohna road,flat,476.049,no,no,unfurnished,low
1.2,3.0,3.0,3,mid floor,relatively new,sector 37,flat,1456.0,no,no,unfurnished,low
0.56,2.0,2.0,3,high floor,new property,sector 95,flat,792.0,no,no,unfurnished,low
1.4,3.0,3.0,3,low floor,new property,sector 79,flat,1490.0,no,no,semifurnished,luxrious
1.25,2.0,2.0,2,low floor,old property,sector 31,flat,1080.0,no,no,unfurnished,low
1.5,2.0,2.0,3+,low floor,new property,sector 33,flat,1385.0,no,no,unfurnished,semi_luxrious
2.22,3.0,2.0,3,low floor,relatively new,sector 68,flat,1240.0,no,no,unfurnished,normal
1.5,4.0,4.0,3+,mid floor,old property,gwal pahari,flat,1812.0,yes,no,unfurnished,luxrious
1.85,3.0,4.0,3,high floor,new property,sector 79,flat,1452.0,yes,yes,unfurnished,normal
1.6,2.0,2.0,2,low floor,under construction,sector 61,flat,1150.0,no,no,unfurnished,low
2.15,3.0,4.0,3+,high floor,relatively new,sector 108,flat,4000.0,no,no,unfurnished,low
0.3,2.0,2.0,2,low floor,relatively new,sohna road,flat,567.0,no,no,furnished,luxrious
0.74,3.0,3.0,2,groundfloor,relatively new,shanti nagar,flat,1225.0,no,no,unfurnished,semi_luxrious
3.2,4.0,3.0,3,mid floor,old property,sushant lok,flat,2000.0,no,no,unfurnished,normal
1.32,2.0,2.0,2,mid floor,new property,sector 68,flat,1458.564,no,no,unfurnished,low
3.0,3.0,3.0,3,low floor,new property,sector 63,flat,1800.0,no,no,unfurnished,low
1.2,3.0,3.0,2,low floor,new property,sector 89,flat,1423.15,no,no,unfurnished,normal
1.39,3.0,2.0,3+,high floor,new property,sector 33,flat,1200.0,no,no,unfurnished,semi_luxrious
3.0,3.0,3.0,3,high floor,under construction,sector 65,flat,1462.4,no,no,unfurnished,semi_luxrious
1.5,3.0,3.0,3,mid floor,relatively new,sector 89,flat,1700.0,yes,no,unfurnished,semi_luxrious
2.0,4.0,4.0,2,low floor,under construction,sector 56,flat,1840.0,no,no,unfurnished,low
2.75,4.0,5.0,3+,mid floor,old property,sector 14,flat,2200.0,yes,no,furnished,luxrious
0.36,1.0,1.0,1,mid floor,relatively new,sector 111,flat,405.0,no,no,unfurnished,normal
0.21,1.0,1.0,1,low floor,relatively new,sector 4,flat,450.0,no,no,unfurnished,low
0.26,1.0,1.0,2,groundfloor,relatively new,sector 104,flat,333.034,no,no,unfurnished,semi_luxrious
1.8,3.0,4.0,3+,low floor,relatively new,sector 107,flat,1384.0,yes,no,unfurnished,luxrious
4.1,3.0,4.0,3,high floor,new property,sector 36,flat,2538.0,no,no,furnished,normal
1.3,2.0,2.0,3,low floor,new property,sector 79,flat,1257.6,no,no,unfurnished,normal
0.45,2.0,2.0,2,high floor,new property,sector 95,flat,595.0,no,no,unfurnished,low
0.6,3.0,2.0,2,mid floor,relatively new,sector 107,flat,650.0,no,no,unfurnished,normal
0.4,2.0,2.0,1,mid floor,relatively new,sector 107,flat,602.0,no,no,semifurnished,normal
1.99,2.0,2.0,2,mid floor,new property,sector 22,flat,1280.0,yes,yes,unfurnished,low
1.99,2.0,2.0,2,mid floor,new property,sector 22,flat,1280.0,no,no,unfurnished,normal
0.28,2.0,2.0,1,low floor,relatively new,sector 5,flat,480.0,no,no,unfurnished,normal
0.74,2.0,2.0,3+,high floor,relatively new,sohna road,flat,1230.0,no,no,unfurnished,semi_luxrious
1.28,3.0,3.0,2,low floor,new property,sector 89,flat,1450.0,no,no,unfurnished,luxrious
1.6,2.0,2.0,2,low floor,new property,sector 61,flat,1150.0,no,no,unfurnished,low
0.97,2.0,2.0,2,low floor,new property,sector 89,flat,1234.0,no,no,unfurnished,low
0.86,2.0,2.0,2,high floor,new property,sector 77,flat,1073.6,no,no,semifurnished,semi_luxrious
1.25,2.0,2.0,2,high floor,new property,sector 70,flat,1262.0,no,no,unfurnished,normal
0.6,2.0,2.0,0,mid floor,moderately old,faridabad road,flat,929.944,no,no,unfurnished,low
3.23,3.0,3.0,3,low floor,new property,sector 63,flat,1200.0,yes,no,unfurnished,normal
0.25,1.0,1.0,0,groundfloor,relatively new,sector 107,flat,317.985,no,no,unfurnished,normal
1.1,2.0,2.0,3+,mid floor,new property,sector 70,flat,1160.0,no,no,unfurnished,semi_luxrious
0.48,2.0,2.0,1,mid floor,relatively new,sector 81,flat,657.0,no,no,semifurnished,semi_luxrious
1.8,2.0,2.0,3,high floor,new property,sector 65,flat,1310.0,no,no,unfurnished,semi_luxrious
7.9,4.0,4.0,3+,high floor,relatively new,sector 63,flat,2900.0,no,no,unfurnished,semi_luxrious
0.95,2.0,2.0,3+,high floor,relatively new,sector 37,flat,1030.0,no,yes,semifurnished,luxrious
0.36,2.0,2.0,2,mid floor,new property,sector 95,flat,645.0,no,no,unfurnished,semi_luxrious
0.24,1.0,1.0,1,mid floor,new property,sector 36,flat,412.0,no,no,unfurnished,normal
0.45,2.0,2.0,2,mid floor,relatively new,sohna road,flat,710.0,no,no,furnished,normal
0.65,2.0,2.0,3,groundfloor,new property,sector 37,flat,650.0,no,no,unfurnished,normal
2.01,2.0,2.0,3,mid floor,new property,sector 65,flat,1516.0,no,no,unfurnished,normal
1.0,2.0,2.0,2,low floor,under construction,sector 89,flat,1107.0,no,no,unfurnished,normal
0.9,3.0,2.0,2,low floor,moderately old,sector 5,flat,800.0,no,no,unfurnished,low
6.02,3.0,3.0,3,high floor,relatively new,sector 53,flat,2892.006,no,no,unfurnished,semi_luxrious
0.9,2.0,2.0,2,low floor,new property,sector 89,flat,1104.972,no,no,unfurnished,normal
3.5,3.0,4.0,3,mid floor,new property,sector 76,flat,1762.0,no,no,unfurnished,low
1.3,2.0,2.0,3,high floor,relatively new,sector 85,flat,894.0,no,no,unfurnished,luxrious
0.5,2.0,2.0,2,mid floor,old property,sector 86,flat,515.5908099999999,no,no,unfurnished,low
0.35,2.0,2.0,2,high floor,new property,sohna road,flat,554.1255719999999,no,no,unfurnished,low
0.25,1.0,1.0,1,high floor,relatively new,sohna road,flat,600.096,no,no,unfurnished,normal
0.5,2.0,2.0,0,mid floor,under construction,sector 1,flat,1299.714,no,no,unfurnished,low
0.27,1.0,1.0,1,high floor,relatively new,sector 84,flat,339.0,no,no,furnished,normal
1.7,3.0,2.0,3,mid floor,old property,sector 56,flat,1600.0,no,no,unfurnished,semi_luxrious
1.16,3.0,2.0,3,low floor,new property,sector 89,flat,882.4000000000001,no,no,unfurnished,normal
1.01,2.0,2.0,3+,high floor,new property,sector 107,flat,1092.8,no,no,unfurnished,semi_luxrious
1.75,5.0,5.0,2,low floor,old property,sector 14,flat,2300.0,no,yes,furnished,normal
0.5,2.0,2.0,2,high floor,new property,sector 107,flat,560.0,no,no,unfurnished,low
0.82,3.0,2.0,3,low floor,new property,sector 36,flat,1081.0,no,no,unfurnished,low
1.1,3.0,4.0,3,mid floor,moderately old,sector 85,flat,1300.0,yes,no,furnished,semi_luxrious
0.65,1.0,1.0,2,low floor,old property,sector 47,flat,539.0,no,no,unfurnished,normal
1.58,2.0,2.0,2,low floor,new property,sector 61,flat,1150.0,no,no,unfurnished,low
0.85,2.0,2.0,1,low floor,old property,sector 30,flat,661.0,no,no,semifurnished,normal
1.25,2.0,2.0,3,low floor,relatively new,sector 79,flat,1383.049,no,no,unfurnished,low
0.72,3.0,2.0,3,low floor,under construction,sector 36,flat,864.8000000000001,no,no,unfurnished,low
0.87,1.0,1.0,1,low floor,relatively new,sector 49,flat,450.0,no,no,unfurnished,low
1.7,3.0,4.0,3+,mid floor,new property,sector 79,flat,1121.0,yes,no,unfurnished,semi_luxrious
2.35,4.0,4.0,3+,mid floor,moderately old,sector 70,flat,2400.0,yes,no,semifurnished,semi_luxrious
0.5,3.0,2.0,2,low floor,relatively new,sector 88,flat,597.0,no,no,unfurnished,low
1.41,2.0,2.0,3,low floor,new property,sector 79,flat,1572.0,no,no,unfurnished,semi_luxrious
0.99,3.0,2.0,3,low floor,new property,sector 92,flat,1495.0,no,no,unfurnished,normal
3.25,4.0,5.0,3+,high floor,relatively new,sector 69,flat,2572.8,no,yes,unfurnished,low
3.5,3.0,3.0,3,low floor,under construction,sector 63,flat,1350.0,no,no,unfurnished,normal
2.5,4.0,5.0,3,low floor,moderately old,sector 48,flat,1950.0,no,no,semifurnished,normal
0.5,2.0,2.0,1,mid floor,under construction,sector 76,flat,760.0,no,no,unfurnished,semi_luxrious
2.25,3.0,3.0,2,low floor,new property,sector 61,flat,1549.0,no,no,unfurnished,low
1.4,5.0,4.0,2,low floor,moderately old,sector 21,flat,1920.0,no,no,unfurnished,low
0.9,3.0,3.0,2,high floor,relatively new,sector 85,flat,1485.0,no,no,unfurnished,luxrious
0.36,2.0,2.0,1,low floor,new property,sohna road,flat,450.0,no,no,unfurnished,normal
0.65,1.0,1.0,1,groundfloor,moderately old,sector 56,flat,755.0,no,no,unfurnished,luxrious
1.3,2.0,2.0,2,mid floor,relatively new,sector 79,flat,1176.0,no,no,semifurnished,luxrious
0.67,2.0,2.0,1,mid floor,relatively new,sector 86,flat,1088.0,no,no,unfurnished,luxrious
0.25,1.0,1.0,1,low floor,relatively new,sohna road,flat,414.0,no,no,unfurnished,normal
0.58,1.0,1.0,1,low floor,old property,sector 56,flat,605.0,no,no,unfurnished,semi_luxrious
0.26,1.0,1.0,1,low floor,relatively new,sector 5,flat,583.0,no,no,unfurnished,low
0.6,3.0,2.0,2,low floor,new property,sector 86,flat,750.0,no,no,unfurnished,low
0.5,2.0,2.0,1,low floor,relatively new,sector 86,flat,601.0,no,no,unfurnished,normal
1.35,3.0,2.0,3+,mid floor,new property,sector 33,flat,1312.0,no,yes,unfurnished,normal
1.13,3.0,3.0,2,low floor,relatively new,sector 70,flat,1288.0,no,no,unfurnished,normal
1.6,4.0,1.0,0,groundfloor,new property,sector 109,flat,3008.084,no,no,unfurnished,low
0.65,2.0,2.0,2,high floor,new property,sector 89,flat,1251.0,no,no,unfurnished,normal
0.32,2.0,2.0,2,high floor,relatively new,sohna road,flat,554.0,no,no,semifurnished,low
0.8,2.0,2.0,0,mid floor,relatively new,sector 103,flat,1450.063,no,no,unfurnished,semi_luxrious
5.5,4.0,5.0,3+,mid floor,moderately old,sector 28,flat,3011.2000000000003,yes,no,semifurnished,low
0.95,2.0,2.0,0,high floor,under construction,sector 37,flat,1665.79,yes,no,unfurnished,semi_luxrious
1.2,2.0,2.0,1,mid floor,relatively new,sector 84,flat,1016.0,no,no,unfurnished,low
1.55,2.0,2.0,1,low floor,under construction,sector 61,flat,920.0,no,no,unfurnished,normal
6.0,4.0,5.0,3,low floor,old property,sushant lok,flat,3805.899,no,no,unfurnished,low
0.3,2.0,2.0,2,low floor,relatively new,sohna road,flat,621.0,no,no,unfurnished,low
1.92,3.0,3.0,2,low floor,new property,sector 76,flat,940.0,no,no,unfurnished,semi_luxrious
1.82,3.0,2.0,2,low floor,relatively new,sector 106,flat,952.0,no,no,unfurnished,low
0.5,2.0,2.0,1,low floor,relatively new,sector 89,flat,644.0,no,no,furnished,semi_luxrious
0.25,1.0,1.0,1,mid floor,new property,sector 89,flat,500.0,no,no,unfurnished,semi_luxrious
1.07,4.0,3.0,3,mid floor,under construction,sector 92,flat,2039.649,yes,no,unfurnished,semi_luxrious
0.8,2.0,3.0,2,groundfloor,relatively new,sector 90,flat,1350.211,no,no,unfurnished,semi_luxrious
0.62,1.0,1.0,0,mid floor,relatively new,sector 82,flat,650.031,no,no,unfurnished,low
1.25,2.0,2.0,3,high floor,new property,sector 33,flat,1000.0,no,no,unfurnished,normal
0.88,2.0,2.0,0,low floor,new property,sector 89,flat,1103.033,no,no,unfurnished,normal
0.8,2.0,2.0,3,mid floor,relatively new,sector 82,flat,1245.0,no,no,unfurnished,low
1.1,2.0,2.0,2,high floor,new property,sector 33,flat,1380.0,no,no,unfurnished,normal
0.85,3.0,2.0,2,high floor,relatively new,sector 92,flat,1260.941,no,no,unfurnished,low
5.0,5.0,7.0,3+,low floor,moderately old,sector 52,flat,5200.0,yes,yes,unfurnished,semi_luxrious
1.45,3.0,3.0,3,high floor,relatively new,sector 88,flat,1794.0,no,no,unfurnished,normal
1.25,3.0,3.0,3,low floor,new property,sector 89,flat,1138.4,no,yes,unfurnished,low
0.48,3.0,2.0,2,low floor,moderately old,sector 6,flat,100.0,no,no,unfurnished,normal
2.0,3.0,3.0,3,high floor,new property,sector 67,flat,1400.0,no,no,unfurnished,normal
0.55,1.0,1.0,0,mid floor,relatively new,sector 37,flat,669.018,no,no,unfurnished,low
0.32,2.0,2.0,1,mid floor,new property,sohna road,flat,580.0,no,no,unfurnished,normal
0.82,2.0,2.0,1,high floor,new property,sector 86,flat,1000.0,no,no,unfurnished,normal
0.4,2.0,2.0,1,high floor,relatively new,sector 104,flat,455.2000000000001,no,no,unfurnished,normal
1.15,2.0,2.0,2,high floor,new property,sector 33,flat,92.44,no,no,unfurnished,normal
0.95,3.0,2.0,3+,mid floor,new property,sector 84,flat,1080.0,no,no,semifurnished,semi_luxrious
5.0,5.0,5.0,3+,low floor,moderately old,sector 52,flat,5200.208,no,no,unfurnished,low
0.75,3.0,2.0,2,high floor,relatively new,sector 92,flat,1261.0,no,no,unfurnished,low
1.3,2.0,2.0,2,high floor,new property,sector 85,flat,1312.0,no,no,unfurnished,semi_luxrious
1.5,3.0,3.0,3,low floor,new property,sector 84,flat,1700.0,yes,no,unfurnished,semi_luxrious
1.25,3.0,3.0,3,high floor,relatively new,sector 92,flat,2050.0,yes,no,unfurnished,normal
0.65,2.0,1.0,2,low floor,new property,sohna road,flat,822.0,no,no,unfurnished,semi_luxrious
0.9,2.0,2.0,3,mid floor,new property,sector 10,flat,960.0,no,no,unfurnished,normal
0.92,2.0,2.0,3,low floor,new property,sector 88,flat,1120.0,no,no,unfurnished,low
1.3,4.0,4.0,0,mid floor,relatively new,sector 92,flat,2039.856,no,no,unfurnished,low
3.0,3.0,3.0,3+,high floor,relatively new,sector 63,flat,1500.0,yes,no,semifurnished,low
0.68,2.0,2.0,2,low floor,new property,sohna road,flat,824.0,no,no,unfurnished,luxrious
0.55,2.0,2.0,0,mid floor,relatively new,samaspur,flat,1050.0,no,no,unfurnished,normal
1.33,3.0,3.0,3,low floor,new property,sector 89,flat,783.0,no,no,unfurnished,luxrious
0.8,2.0,2.0,3+,high floor,new property,sector 107,flat,1092.8,no,no,unfurnished,semi_luxrious
1.55,3.0,2.0,3,mid floor,moderately old,sector 89,flat,1240.0,no,no,semifurnished,luxrious
0.35,2.0,2.0,1,low floor,relatively new,sector 99,flat,545.0,no,no,unfurnished,semi_luxrious
1.85,3.0,3.0,3+,groundfloor,moderately old,sector 50,flat,1662.025,no,no,unfurnished,normal
0.49,2.0,2.0,2,low floor,relatively new,sector 92,flat,998.0,no,no,unfurnished,semi_luxrious
1.85,3.0,2.0,3,low floor,moderately old,iffco chowk,flat,1248.0,yes,no,unfurnished,semi_luxrious
