society,price,price_persqft,bedRoom,bathroom,balcony,additionalRoom,floorNum,facing,agePossession,sector,area,type,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,ratio
hsiidc sidco aravali,0.81,3129.0,3.0,3.0,3+,servant room,2.0,South-West,Moderately Old,sector 1,2588.686,flat,2588.0,,1877.0,0,1,0,0,0,2,74,863.0
m3m merlin,2.9,14167.0,3.0,3.0,3,others,0.0,West,Relatively New,sector 67,2047.011,flat,2047.0,,,0,0,0,0,1,0,49,682.0
signature andour heights,0.37,7400.0,1.0,1.0,2,not avilable,2.0,North-East,Relatively New,sector 71,500.0,flat,500.0,,366.510795,0,0,0,0,0,0,37,500.0
signature andour heights,0.59,8428.0,2.0,2.0,1,not avilable,6.0,North-East,Moderately Old,sector 71,700.047,flat,700.0,,540.885975,0,0,0,0,0,2,67,350.0
signature andour heights,0.6,10000.0,2.0,2.0,1,pooja room,5.0,South-West,Relatively New,sector 71,600.0,flat,600.0,,514.0,0,0,0,1,0,2,59,300.0
signature andour heights,0.37,8222.0,1.0,1.0,2,not avilable,2.0,North-East,Relatively New,sector 71,450.012,flat,,,366.510795,0,0,0,0,0,2,65,450.0
m3m woodshire,0.9,6588.0,2.0,2.0,3+,not avilable,4.0,,Relatively New,sector 107,1366.12,flat,1366.0,,,0,0,0,0,0,2,21,683.0
shree vardhman victoria,1.66,14254.0,3.0,5.0,3,servant room,8.0,North,Relatively New,sector 70,1164.585,flat,1950.0,,1161.0,0,1,0,0,0,2,108,388.0
dlf new town heights,2.0,7334.0,4.0,4.0,3+,"servant room,others",20.0,East,Moderately Old,sector 90,2727.025,flat,2727.0,,,0,1,0,0,1,2,49,682.0
shree vardhman victoria,1.67,14384.0,3.0,5.0,3,servant room,5.0,North-East,Moderately Old,sector 70,1161.012,flat,1950.0,,1161.0,0,1,0,0,0,2,108,387.0
shree vardhman victoria,1.1,8461.0,2.0,2.0,2,not avilable,8.0,North-East,Relatively New,sector 70,1300.083,flat,,,1300.0,0,0,0,0,0,2,101,650.0
shree vardhman victoria,1.6,8205.0,3.0,5.0,3,servant room,6.0,North,Relatively New,sector 70,1950.03,flat,1950.0,,1161.0,0,1,0,0,0,2,108,650.0
shree vardhman victoria,1.07,7925.0,2.0,2.0,3,study room,8.0,North,Relatively New,sector 70,1350.158,flat,1350.0,,,1,0,0,0,0,2,108,675.0
tulip violet,1.76,8756.0,4.0,4.0,2,not avilable,6.0,North,Relatively New,sector 69,2010.05,flat,2010.0,,,0,0,0,0,0,2,108,503.0
tulip violet,1.55,9822.0,3.0,3.0,2,pooja room,5.0,North-East,Relatively New,sector 69,1578.09,flat,1578.0,,,0,0,0,1,0,2,99,526.0
krrish provence estate,5.5,9482.0,4.0,5.0,3+,"pooja room,study room,servant room",11.0,East,New Property,sector 2,5800.464,flat,5800.0,,,1,1,0,1,0,2,151,1450.0
conscient habitat,0.27,5599.0,2.0,2.0,1,others,8.0,South-West,Relatively New,sector 99a,482.229,flat,,,484.0,0,0,0,0,1,2,49,241.0
prime habitat,0.26,4745.0,2.0,2.0,1,others,6.0,North-East,Relatively New,sector 99a,547.945,flat,,,550.0,0,0,0,0,1,2,79,274.0
shapoorji pallonji joyville gurugram,1.25,9876.0,2.0,2.0,2,not avilable,0.0,East,Relatively New,sector 102,1265.695,flat,1215.0,,,0,0,0,0,0,2,79,633.0
conscient heritage max,2.1,9772.0,3.0,4.0,3+,"study room,servant room",10.0,East,Relatively New,sector 102,2148.997,flat,2149.0,,,1,1,0,0,0,2,53,716.0
paras dews,0.95,6859.0,2.0,2.0,3+,not avilable,2.0,North,Relatively New,sector 106,1385.042,flat,1385.0,,845.0,0,0,0,0,0,2,49,693.0
paras dews,0.92,6642.0,2.0,2.0,3+,not avilable,2.0,East,Relatively New,sector 106,1385.125,flat,1385.0,,845.0,0,0,0,0,0,2,174,693.0
paras dews,1.25,7102.0,3.0,4.0,3+,servant room,5.0,North-East,Relatively New,sector 106,1760.068,flat,1760.0,,1130.0,0,1,0,0,0,2,165,587.0
paras dews,0.87,9255.0,2.0,2.0,3+,not avilable,1.0,North-East,New Property,sector 106,940.032,flat,1385.0,,940.0,0,0,0,0,0,2,174,470.0
paras dews,1.2,6818.0,3.0,4.0,3+,servant room,9.0,North-East,Relatively New,sector 106,1760.047,flat,1760.0,,1130.0,0,1,0,0,0,2,174,587.0
ramprastha the edge towers,0.8,8888.0,2.0,2.0,3,others,10.0,South-East,Relatively New,sector 37d,900.09,flat,1380.0,,900.0,0,0,0,0,1,2,166,450.0
ramprastha the edge towers,0.98,5536.0,3.0,3.0,3+,pooja room,5.0,North-East,Relatively New,sector 37d,1770.231,flat,1770.0,,1400.0,0,0,0,1,0,2,174,590.0
la vida by tata housing,1.32,10344.0,2.0,2.0,2,not avilable,3.0,North-East,Relatively New,sector 113,1276.102,flat,1276.0,,1099.0,0,0,0,0,0,2,49,638.0
shri banke bihari society,1.35,6750.0,3.0,3.0,3,others,5.0,East,Old Property,sector 56,2000.0,flat,2000.0,,1600.0,0,0,0,0,1,0,82,667.0
puri diplomatic greens,3.45,11694.0,4.0,5.0,3+,servant room,9.0,North-East,Relatively New,sector 111,2950.231,flat,2950.0,,,0,1,0,0,0,2,68,738.0
bestech park view grand spa,2.4,9022.0,3.0,4.0,3+,"study room,servant room",8.0,North,New Property,sector 81,2660.164,flat,2660.0,,,1,1,0,0,0,0,167,887.0
dlf the ultima,3.45,12012.0,4.0,4.0,3+,servant room,10.0,East,New Property,sector 81,2872.128,flat,2872.0,,,0,1,0,0,0,1,165,718.0
dlf the ultima,2.25,10553.0,3.0,3.0,3+,servant room,15.0,North-East,Relatively New,sector 81,2132.095,flat,2132.0,,,0,1,0,0,0,1,165,711.0
corona optus,1.25,7175.0,3.0,3.0,3,study room,2.0,North-West,Relatively New,sector 37c,1742.16,flat,1735.0,,1400.0,1,0,0,0,0,2,49,581.0
corona optus,1.43,7185.0,3.0,3.0,3+,"servant room,others",2.0,North,Relatively New,sector 37c,1990.257,flat,1990.0,,1680.0,0,1,0,0,1,2,49,663.0
corona optus,1.27,7231.0,3.0,3.0,3,others,2.0,South,Relatively New,sector 37c,1756.327,flat,1763.0,,,0,0,0,0,1,2,49,585.0
corona optus,1.43,7185.0,3.0,3.0,3+,"study room,servant room,others",2.0,North-West,Relatively New,sector 37c,1990.257,flat,1990.0,,1700.0,1,1,0,0,1,2,49,663.0
corona optus,1.25,8928.0,3.0,3.0,3,study room,2.0,South-East,Relatively New,sector 37c,1400.09,flat,1735.0,,1400.0,1,0,0,0,0,2,49,467.0
corona optus,1.44,7236.0,3.0,3.0,3+,"study room,servant room,others",2.0,North-West,Relatively New,sector 37c,1990.05,flat,1990.0,,1600.0,1,1,0,0,1,2,49,663.0
corona optus,1.27,7203.0,3.0,3.0,3,"study room,others",2.0,South,Relatively New,sector 37c,1763.154,flat,1763.0,,1410.0,1,0,0,0,1,2,49,588.0
imperia the esfera,1.1,5405.0,3.0,4.0,3,"study room,servant room",9.0,West,Relatively New,sector 37c,2035.153,flat,2035.0,,1760.0,1,1,0,0,0,2,49,678.0
imperia the esfera,1.4,5384.0,4.0,5.0,3,"pooja room,study room,servant room,others",9.0,North,Relatively New,sector 37c,2600.297,flat,2600.0,,2100.0,1,1,0,1,1,2,49,650.0
imperia the esfera,0.99,5454.0,3.0,4.0,3,servant room,9.0,North-East,Relatively New,sector 37c,1815.182,flat,1815.0,,1510.0,0,1,0,0,0,2,49,605.0
imperia the esfera,0.86,5449.0,2.0,3.0,3,"study room,others",9.0,South-East,Relatively New,sector 37c,1578.271,flat,1578.0,,1310.0,1,0,0,0,1,2,49,789.0
imperia the esfera,0.98,5399.0,3.0,4.0,3,"servant room,others",9.0,South-West,Relatively New,sector 37c,1815.151,flat,1815.0,,1510.0,0,1,0,0,1,2,49,605.0
imperia the esfera,0.85,5386.0,2.0,3.0,3,study room,9.0,South-East,Relatively New,sector 37c,1578.166,flat,1578.0,,1310.0,1,0,0,0,0,2,49,789.0
bptp terra,1.79,8983.0,4.0,3.0,3,others,15.0,South-West,Relatively New,sector 37d,1992.653,flat,1998.0,,,0,0,0,0,1,0,37,498.0
bptp terra,1.5,8255.0,3.0,3.0,3,others,12.0,South-West,Relatively New,sector 37d,1817.081,flat,1811.0,,1560.0,0,0,0,0,1,2,49,606.0
bptp terra,1.77,8078.0,4.0,3.0,3,"pooja room,study room,servant room,others",15.0,North,Relatively New,sector 37d,2191.136,flat,2191.0,,1860.0,1,1,0,1,1,2,49,548.0
bptp terra,1.5,8282.0,3.0,3.0,3,others,17.0,North-West,Relatively New,sector 37d,1811.157,flat,1811.0,,1570.0,0,0,0,0,1,2,49,604.0
bptp terra,1.49,8105.0,3.0,3.0,3,others,20.0,North-West,Relatively New,sector 37d,1838.371,flat,1832.0,,1580.0,0,0,0,0,1,2,49,613.0
bptp terra,1.8,8215.0,4.0,3.0,3,"pooja room,study room,servant room",18.0,North-West,Relatively New,sector 37d,2191.114,flat,2191.0,,1860.0,1,1,0,1,0,2,49,548.0
ss the leaf,1.06,6343.0,2.0,2.0,2,not avilable,12.0,South,Relatively New,sector 85,1671.134,flat,1671.0,,,0,0,0,0,0,2,44,836.0
ss the leaf,1.14,6433.0,2.0,2.0,3,not avilable,16.0,South,Relatively New,sector 85,1772.113,flat,1772.0,,,0,0,0,0,0,2,44,886.0
pivotal devaan,0.36,7588.0,2.0,2.0,1,store room,9.0,West,Relatively New,sector 84,474.433,flat,583.0,,481.0,0,0,1,0,0,1,80,237.0
pivotal devaan,0.34,7039.0,2.0,2.0,1,store room,1.0,East,Relatively New,sector 84,483.023,flat,,,483.0,0,0,1,0,0,0,84,242.0
pivotal devaan,0.34,5831.0,2.0,2.0,1,store room,3.0,East,Relatively New,sector 84,583.09,flat,583.0,,484.0,0,0,1,0,0,2,75,292.0
pivotal devaan,0.35,7276.0,2.0,2.0,1,store room,10.0,West,Relatively New,sector 84,481.034,flat,583.0,,481.0,0,0,1,0,0,2,103,241.0
ss the leaf,1.05,6402.0,2.0,2.0,3,not avilable,11.0,North-East,Relatively New,sector 85,1640.112,flat,1640.0,,,0,0,0,0,0,2,44,820.0
vatika city,1.72,7818.0,3.0,3.0,2,not avilable,2.0,North-East,Old Property,sector 49,2200.051,flat,,,2200.0,0,0,0,0,0,0,144,733.0
shree vardhman victoria,1.55,7948.0,3.0,5.0,3,servant room,8.0,South,Relatively New,sector 70,1950.176,flat,1950.0,,1161.0,0,1,0,0,0,2,174,650.0
shree vardhman victoria,1.5,7692.0,3.0,5.0,3,servant room,7.0,South,Relatively New,sector 70,1950.078,flat,1950.0,,1161.0,0,1,0,0,0,0,174,650.0
the lions cghs,2.05,9534.0,4.0,4.0,3,"servant room,others",7.0,West,Relatively New,sector 56,2150.199,flat,2150.0,,1950.0,0,1,0,0,1,0,49,538.0
mariners home,2.11,8612.0,3.0,2.0,3,others,4.0,South,Relatively New,sector 56,2450.07,flat,2450.0,,2150.0,0,0,0,0,1,0,126,817.0
capital residences 360,1.18,8137.0,2.0,2.0,3,pooja room,7.0,East,New Property,sector 70a,1450.166,flat,1450.0,,1000.0,0,0,0,1,0,2,140,725.0
capital residences 360,1.15,11500.0,2.0,2.0,3,pooja room,4.0,East,New Property,sector 70a,1000.0,flat,1450.0,,1000.0,0,0,0,1,0,2,132,500.0
capital residences 360,1.66,8400.0,3.0,3.0,3+,servant room,8.0,East,New Property,sector 70a,1976.19,flat,1976.0,,1500.0,0,1,0,0,0,2,132,659.0
capital residences 360,1.68,8502.0,3.0,3.0,3+,servant room,5.0,North-East,New Property,sector 70a,1976.006,flat,1976.0,,1560.0,0,1,0,0,0,2,141,659.0
sobha city,3.95,16858.0,3.0,4.0,2,servant room,15.0,West,Relatively New,sector 108,2343.101,flat,2343.0,,1512.0,0,1,0,0,0,2,49,781.0
emaar digihomes,2.1,13925.0,2.0,2.0,3,others,12.0,North-East,New Property,sector 62,1508.079,flat,1508.0,,1200.0,0,0,0,0,1,0,49,754.0
capital residences 360,1.64,8299.0,3.0,3.0,3+,servant room,4.0,North-East,New Property,sector 70a,1976.142,flat,1976.0,,1642.0,0,1,0,0,0,2,144,659.0
capital residences 360,1.69,8552.0,3.0,3.0,3+,servant room,8.0,North-East,New Property,sector 70a,1976.146,flat,1976.0,,1650.0,0,1,0,0,0,2,165,659.0
m3m golfestate,6.15,18287.0,3.0,3.0,3,"study room,servant room",23.0,,Moderately Old,sector 65,3363.045,flat,3363.0,,2710.0,1,1,0,0,0,0,60,1121.0
m3m golfestate,6.1,18138.0,3.0,3.0,3,"study room,servant room",19.0,North-East,Moderately Old,sector 65,3363.105,flat,3363.0,,2710.0,1,1,0,0,0,0,174,1121.0
dlf the primus,1.59,10338.0,3.0,3.0,3+,others,5.0,North-East,Relatively New,sector 82a,1538.015,flat,1799.0,,1538.0,0,0,0,0,1,1,167,513.0
emaar mgf palm hills,1.08,5400.0,3.0,4.0,3+,"study room,servant room,others",5.0,South-West,Relatively New,sector 77,2000.0,flat,2000.0,,,1,1,0,0,1,0,167,667.0
emaar mgf palm hills,1.09,5382.0,3.0,4.0,3+,"servant room,others",5.0,South,Relatively New,sector 77,2025.269,flat,2025.0,,,0,1,0,0,1,0,167,675.0
aipl club residences,0.85,9139.0,2.0,2.0,2,not avilable,5.0,South-East,Relatively New,sector 70a,930.08,flat,930.0,,,0,0,0,0,0,0,45,465.0
sobha city,3.95,16858.0,3.0,5.0,2,servant room,15.0,North,New Property,sector 108,2343.101,flat,2343.0,,1512.005033,0,1,0,0,0,2,118,781.0
sobha city,2.5,14611.0,3.0,3.0,2,not avilable,19.0,East,New Property,sector 108,1711.04,flat,1711.0,,1111.480314,0,0,0,0,0,2,166,570.0
the lions cghs,2.05,7884.0,4.0,4.0,3+,others,6.0,South,Relatively New,sector 56,2600.203,flat,2600.0,,2400.0,0,0,0,0,1,0,101,650.0
meditech apartment,2.45,8166.0,4.0,4.0,3+,others,1.0,West,Relatively New,sector 56,3000.245,flat,3000.0,,2800.0,0,0,0,0,1,0,118,750.0
kiran residency,1.5,7500.0,3.0,3.0,3+,servant room,4.0,North,Relatively New,sector 56,2000.0,flat,2000.0,,1800.0,0,1,0,0,0,0,126,667.0
shree kirpalu gi sector 52,1.45,7631.0,3.0,3.0,3+,others,7.0,West,Relatively New,sector 52,1900.144,flat,1900.0,,1700.0,0,0,0,0,1,0,108,633.0
ss the leaf,1.2,7317.0,2.0,2.0,3,not avilable,6.0,North,Relatively New,sector 85,1640.016,flat,1640.0,,1000.0,0,0,0,0,0,0,174,820.0
emaar mgf emerald floors premier,2.4,14545.0,3.0,3.0,3,"study room,servant room",3.0,East,Relatively New,sector 65,1650.052,flat,1650.0,,1250.0,1,1,0,0,0,0,49,550.0
dlf the ultima,2.5,11726.0,3.0,3.0,2,servant room,20.0,West,Relatively New,sector 81,2132.014,flat,2132.0,,1350.0,0,1,0,0,0,1,174,711.0
emaar palm gardens,1.55,9011.0,3.0,3.0,3,servant room,4.0,West,Relatively New,sector 83,1720.12,flat,1720.0,,1095.0,0,1,0,0,0,0,174,573.0
emaar palm gardens,1.76,9263.0,3.0,3.0,3,servant room,6.0,North-West,Relatively New,sector 83,1900.032,flat,1900.0,,1240.0,0,1,0,0,0,0,165,633.0
emaar palm gardens,1.76,9263.0,3.0,3.0,3,servant room,5.0,South-East,Relatively New,sector 83,1900.032,flat,1900.0,,1240.00128,0,1,0,0,0,0,174,633.0
godrej frontier,1.4,6189.0,3.0,4.0,2,"pooja room,store room",10.0,North-West,Moderately Old,sector 80,2262.078,flat,2262.0,,1576.0,0,0,1,1,0,2,111,754.0
godrej frontier,1.1,5705.0,3.0,3.0,3,servant room,8.0,North-West,Moderately Old,sector 80,1928.133,flat,1928.0,,1391.0,0,1,0,0,0,2,111,643.0
dlf the ultima,2.45,11491.0,3.0,3.0,2,servant room,9.0,South-East,Relatively New,sector 81,2132.103,flat,2132.0,,1500.0,0,1,0,0,0,0,174,711.0
ireo the grand arch,3.8,17560.0,3.0,4.0,1,servant room,19.0,West,Moderately Old,sector 58,2164.009,flat,2164.0,,1600.0,0,1,0,0,0,0,167,721.0
dlf park place,5.75,24688.0,3.0,4.0,3,servant room,12.0,North-East,Relatively New,sector 54,2329.067,flat,2329.0,,1700.0,0,1,0,0,0,1,174,776.0
dlf the belaire,10.0,24557.0,4.0,5.0,3+,servant room,17.0,North,Moderately Old,sector 54,4072.159,flat,4072.0,,2800.0,0,1,0,0,0,1,167,1018.0
suncity platinum towers,6.2,23091.0,3.0,4.0,3+,servant room,21.0,South,Relatively New,sector 28,2685.029,flat,2685.0,,1900.0,0,1,0,0,0,0,160,895.0
emaar palm gardens,1.75,9210.0,3.0,3.0,3,servant room,6.0,West,Relatively New,sector 83,1900.109,flat,1900.0,,1240.0,0,1,0,0,0,0,150,633.0
dlf the ultima,2.4,11257.0,3.0,3.0,2,servant room,10.0,North-West,Relatively New,sector 81,2132.007,flat,2132.0,,1400.0,0,1,0,0,0,1,174,711.0
emaar palm gardens,1.75,9210.0,3.0,3.0,3,servant room,6.0,East,Relatively New,sector 83,1900.109,flat,1900.0,,1240.00128,0,1,0,0,0,0,174,633.0
godrej frontier,1.4,6189.0,3.0,4.0,2,"servant room,pooja room",6.0,South,Moderately Old,sector 80,2262.078,flat,2262.0,,1634.0,0,1,0,1,0,2,111,754.0
rof ananda,0.2,5463.0,1.0,1.0,1,not avilable,10.0,West,Relatively New,sector 95,366.099,flat,,,366.080239,0,0,0,0,0,2,82,366.0
chd avenue,1.2,7407.0,3.0,3.0,3,others,4.0,North,Relatively New,sector 71,1620.089,flat,1620.0,,,0,0,0,0,1,0,49,540.0
shapoorji pallonji joyville gurugram,1.26,10370.0,2.0,2.0,3,not avilable,7.0,East,Relatively New,sector 102,1215.043,flat,1215.0,,,0,0,0,0,0,0,49,608.0
indiabulls centrum park,1.34,7486.0,3.0,3.0,3+,study room,13.0,South-East,Relatively New,sector 103,1790.008,flat,1790.0,,1350.0,1,0,0,0,0,2,93,597.0
ats triumph,2.5,7936.0,4.0,4.0,3+,servant room,14.0,North-East,New Property,sector 104,3150.202,flat,3150.0,,,0,1,0,0,0,2,21,788.0
puri diplomatic greens,3.7,12542.0,4.0,5.0,3+,servant room,12.0,South-East,Relatively New,sector 111,2950.088,flat,2950.0,,2450.0,0,1,0,0,0,0,158,738.0
hsiidc sidco shivalik apartments,0.6,4000.0,3.0,2.0,2,not avilable,5.0,South-East,Moderately Old,sector 1,1500.0,flat,1500.0,,1077.0,0,0,0,0,0,2,80,500.0
alpha corp gurgaonone,2.2,6406.0,4.0,4.0,3+,servant room,15.0,South-West,Relatively New,sector 84,3434.28,flat,3434.0,,,0,1,0,0,0,2,97,859.0
dlf the belaire,7.0,23333.0,4.0,6.0,3+,"servant room,pooja room,store room",12.0,East,Moderately Old,sector 54,3000.043,flat,3000.0,,,0,1,1,1,0,0,108,750.0
ats triumph,2.6,8253.0,4.0,4.0,3+,servant room,12.0,South,Relatively New,sector 104,3150.37,flat,3150.0,,,0,1,0,0,0,2,118,788.0
mahindra luminare,5.8,19173.0,3.0,4.0,3,servant room,16.0,North-East,New Property,sector 59,3025.087,flat,,,3025.0,0,1,0,0,0,0,49,1008.0
shree vardhman victoria,1.8,9230.0,3.0,3.0,3+,others,10.0,North-East,New Property,sector 70,1950.163,flat,1950.0,,,0,0,0,0,1,0,49,650.0
m3m skywalk,1.4,9831.0,2.0,2.0,2,not avilable,17.0,North-East,New Property,sector 74,1424.067,flat,1424.0,,,0,0,0,0,0,0,167,712.0
ss the leaf,2.05,7290.0,4.0,4.0,3+,servant room,4.0,North-East,Relatively New,sector 85,2812.071,flat,2812.0,,2250.0,0,1,0,0,0,0,49,703.0
ss the leaf,1.17,6720.0,2.0,3.0,3,others,10.0,South-East,Relatively New,sector 85,1741.071,flat,1741.0,,1350.0,0,0,0,0,1,2,49,871.0
dlf the skycourt,1.58,8190.0,3.0,3.0,1,pooja room,16.0,North,Relatively New,sector 86,1929.182,flat,1929.0,,1450.0,0,0,0,1,0,0,152,643.0
dlf regal gardens,1.25,8116.0,3.0,3.0,3,pooja room,8.0,South-East,Relatively New,sector 90,1540.168,flat,1702.0,,1540.0,0,0,0,1,0,2,158,513.0
rof ananda,0.37,5744.0,3.0,2.0,1,pooja room,6.0,South-East,Relatively New,sector 95,644.15,flat,,,644.111776,0,0,0,1,0,0,72,215.0
rof ananda,0.38,5899.0,3.0,2.0,1,pooja room,2.0,South-East,Relatively New,sector 95,644.177,flat,,,644.111776,0,0,0,1,0,0,66,215.0
rof ananda,0.32,5827.0,2.0,2.0,1,pooja room,9.0,North,Relatively New,sector 95,549.168,flat,,,549.174178,0,0,0,1,0,0,71,275.0
rof ananda,0.32,5736.0,2.0,2.0,1,pooja room,10.0,North,Relatively New,sector 95,557.88,flat,,,549.174178,0,0,0,1,0,0,50,279.0
rof ananda,0.2,5463.0,1.0,1.0,1,pooja room,9.0,South-West,Relatively New,sector 95,366.099,flat,,,366.080239,0,0,0,1,0,2,52,366.0
rof ananda,0.21,5599.0,1.0,1.0,1,pooja room,2.0,South-West,Relatively New,sector 95,375.067,flat,,,366.080239,0,0,0,1,0,2,53,375.0
mapsko royale ville,1.22,7176.0,3.0,5.0,3+,"servant room,pooja room",10.0,South-West,Relatively New,sector 82,1700.111,flat,2300.0,,1700.0,0,1,0,1,0,0,76,567.0
spaze privy at,1.35,9642.0,3.0,3.0,3,pooja room,7.0,South-East,Relatively New,sector 84,1400.124,flat,1918.0,,1400.0,0,0,0,1,0,2,90,467.0
signature andour heights,0.55,8607.0,2.0,2.0,1,not avilable,7.0,South-East,Relatively New,sector 71,639.015,flat,639.0,,541.0,0,0,0,0,0,0,24,320.0
sare homes,1.12,5358.0,4.0,4.0,2,servant room,12.0,North-West,Relatively New,sector 92,2090.332,flat,,,2090.0,0,1,0,0,0,2,85,523.0
sare homes,1.1,5347.0,4.0,4.0,3,servant room,4.0,North-West,Relatively New,sector 92,2057.228,flat,,,2057.0,0,1,0,0,0,2,108,514.0
sare homes,0.68,5238.0,3.0,3.0,2,pooja room,11.0,North-West,Relatively New,sector 92,1298.205,flat,,,1298.0,0,0,0,1,0,2,100,433.0
sare homes,1.19,5219.0,4.0,3.0,3,servant room,14.0,North,Relatively New,sector 92,2280.13,flat,,,2280.0,0,1,0,0,0,2,100,570.0
suncity avenue,0.48,8928.0,2.0,2.0,1,store room,5.0,South-East,Relatively New,sector 102,537.634,flat,632.0,,532.0,0,0,1,0,0,2,142,269.0
ats kocoon,2.95,10350.0,4.0,4.0,3+,"store room,servant room",7.0,South-East,Relatively New,sector 109,2850.242,flat,,,2850.0,0,1,1,0,0,0,158,713.0
bestech park view residency,0.98,6261.0,2.0,2.0,3,study room,14.0,South-West,Moderately Old,sector 2,1565.245,flat,1565.0,,,1,0,0,0,0,2,92,783.0
bestech park view residency,1.55,8072.0,3.0,4.0,3+,servant room,10.0,East,Moderately Old,sector 2,1920.218,flat,1920.0,,,0,1,0,0,0,2,100,640.0
bestech park view residency,1.01,7137.0,2.0,2.0,3,not avilable,0.0,East,Moderately Old,sector 2,1415.16,flat,1415.0,,,0,0,0,0,0,2,92,708.0
bestech park view residency,1.51,7890.0,3.0,4.0,3+,servant room,8.0,West,Moderately Old,sector 2,1913.815,flat,1920.0,,,0,1,0,0,0,2,92,638.0
bestech park view residency,1.4,7865.0,3.0,3.0,3+,not avilable,8.0,South-West,Moderately Old,sector 2,1780.038,flat,1780.0,,,0,0,0,0,0,2,92,593.0
bestech park view residency,1.59,8281.0,3.0,4.0,3+,servant room,11.0,North-West,Moderately Old,sector 2,1920.058,flat,1920.0,,,0,1,0,0,0,2,100,640.0
bestech park view residency,0.56,8632.0,1.0,2.0,2,not avilable,7.0,North-East,Moderately Old,sector 2,648.749,flat,,,651.0,0,0,0,0,0,2,92,649.0
conscient heritage max,2.0,9306.0,3.0,4.0,3+,"study room,servant room",13.0,North-East,Relatively New,sector 102,2149.151,flat,2149.0,,1650.0,1,1,0,0,0,0,174,716.0
emaar gurgaon greens,1.35,10800.0,3.0,4.0,3+,"pooja room,servant room",9.0,North-East,Relatively New,sector 102,1250.0,flat,1650.0,,1250.0,0,1,0,1,0,0,174,417.0
bptp amstoria,1.9,8444.0,3.0,3.0,3+,servant room,1.0,North-East,Relatively New,sector 102,2250.118,flat,2727.0,,2250.0,0,1,0,0,0,2,174,750.0
conscient heritage max,1.7,11333.0,3.0,4.0,3+,"servant room,pooja room",8.0,North-East,Relatively New,sector 102,1500.044,flat,1942.0,,1500.0,0,1,0,1,0,0,174,500.0
paras dews,1.15,7419.0,3.0,3.0,3,"servant room,pooja room",11.0,North-East,Relatively New,sector 106,1550.074,flat,1760.0,,1550.0,0,1,0,1,0,0,174,517.0
ss the coralwood,1.1,5820.0,3.0,3.0,3+,not avilable,12.0,East,Moderately Old,sector 84,1890.034,flat,1890.0,,,0,0,0,0,0,0,104,630.0
emaar gurgaon greens,1.3,7878.0,3.0,3.0,3,servant room,4.0,East,Relatively New,sector 102,1650.165,flat,1650.0,,1022.5705,0,1,0,0,0,0,125,550.0
ireo the grand arch,4.85,16934.0,4.0,5.0,3,"pooja room,study room,servant room,others",23.0,North-West,Relatively New,sector 58,2864.06,flat,,,2864.0,1,1,0,1,1,0,49,716.0
ireo the grand arch,2.2,16000.0,2.0,2.0,1,pooja room,5.0,East,Relatively New,sector 58,1375.0,flat,,,1375.0,0,0,0,1,0,0,49,688.0
experion the heartsong,1.25,9259.0,3.0,3.0,3,"servant room,pooja room",1.0,South-East,Relatively New,sector 108,1350.038,flat,1758.0,,1350.0,0,1,0,1,0,2,174,450.0
experion the heartsong,1.55,7738.0,3.0,3.0,3+,"servant room,pooja room",7.0,North-East,Relatively New,sector 108,2003.102,flat,2003.0,,1550.0,0,1,0,1,0,0,174,668.0
shapoorji pallonji joyville gurugram,1.9,10259.0,3.0,3.0,3+,pooja room,15.0,North-East,New Property,sector 102,1852.032,flat,1852.0,,1450.0,0,0,0,1,0,2,174,617.0
bestech park view sanskruti,1.6,8020.0,3.0,4.0,3+,"servant room,others",10.0,North-West,Relatively New,sector 92,1995.012,flat,1995.0,,1476.0,0,1,0,0,1,0,174,665.0
emaar mgf the palm drive,3.0,14285.0,4.0,5.0,3+,servant room,10.0,East,Relatively New,sector 66,2100.105,flat,2100.0,,,0,1,0,0,0,0,49,525.0
ireo the grand arch,2.2,16000.0,2.0,2.0,2,not avilable,6.0,North-East,Relatively New,sector 58,1375.0,flat,1375.0,,,0,0,0,0,0,2,42,688.0
experion windchants,5.2,10726.0,4.0,6.0,3+,"servant room,pooja room",15.0,East,Relatively New,sector 112,4848.033,flat,4848.0,,3500.0,0,1,0,1,0,0,174,1212.0
